Station,gantry,Latitude,Longitude,Lane Count,Month,ClimateType,Estimated Monthly Consumption (kWh)
員林,03F-210.0N,24.060428,120.671533,3.0,4,1,1173.5
員林,03F-210.0N,24.060428,120.671533,3.0,5,1,1173.5
員林,03F-210.0N,24.060428,120.671533,3.0,6,1,1222.0
員林,03F-210.0N,24.060428,120.671533,3.0,7,1,1222.0
員林,03F-210.0N,24.060428,120.671533,3.0,8,1,1164.0
員林,03F-210.0N,24.060428,120.671533,3.0,9,1,1164.0
員林,03F-210.0N,24.060428,120.671533,3.0,10,1,1131.0
員林,03F-210.0N,24.060428,120.671533,3.0,11,1,1131.0
員林,03F-210.0S,24.060653,120.670964,3.0,4,1,1152.5
員林,03F-210.0S,24.060653,120.670964,3.0,5,1,1152.5
員林,03F-210.0S,24.060653,120.670964,3.0,6,1,1192.5
員林,03F-210.0S,24.060653,120.670964,3.0,7,1,1192.5
員林,03F-210.0S,24.060653,120.670964,3.0,8,1,1133.0
員林,03F-210.0S,24.060653,120.670964,3.0,9,1,1133.0
員林,03F-210.0S,24.060653,120.670964,3.0,10,1,1100.5
員林,03F-210.0S,24.060653,120.670964,3.0,11,1,1100.5
員林,03F-212.5N,24.040994,120.677853,4.0,4,1,1290.5
員林,03F-212.5N,24.040994,120.677853,4.0,5,1,1290.5
員林,03F-212.5N,24.040994,120.677853,4.0,6,1,1361.5
員林,03F-212.5N,24.040994,120.677853,4.0,7,1,1361.5
員林,03F-212.5N,24.040994,120.677853,4.0,8,1,1344.5
員林,03F-212.5N,24.040994,120.677853,4.0,9,1,1344.5
員林,03F-212.5N,24.040994,120.677853,4.0,10,1,1228.5
員林,03F-212.5N,24.040994,120.677853,4.0,11,1,1228.5
員林,03F-212.9S,24.037419,120.675925,4.0,4,1,1307.5
員林,03F-212.9S,24.037419,120.675925,4.0,5,1,1307.5
員林,03F-212.9S,24.037419,120.675925,4.0,6,1,1393.0
員林,03F-212.9S,24.037419,120.675925,4.0,7,1,1393.0
員林,03F-212.9S,24.037419,120.675925,4.0,8,1,1374.5
員林,03F-212.9S,24.037419,120.675925,4.0,9,1,1374.5
員林,03F-212.9S,24.037419,120.675925,4.0,10,1,1240.0
員林,03F-212.9S,24.037419,120.675925,4.0,11,1,1240.0
員林,03F-215.3N,24.01894444,120.6631611,4.0,4,1,2406.0
員林,03F-215.3N,24.01894444,120.6631611,4.0,5,1,2406.0
員林,03F-215.3N,24.01894444,120.6631611,4.0,6,1,2535.0
員林,03F-215.3N,24.01894444,120.6631611,4.0,7,1,2535.0
員林,03F-215.3N,24.01894444,120.6631611,4.0,8,1,2501.0
員林,03F-215.3N,24.01894444,120.6631611,4.0,9,1,2501.0
員林,03F-215.3N,24.01894444,120.6631611,4.0,10,1,2282.0
員林,03F-215.3N,24.01894444,120.6631611,4.0,11,1,2282.0
員林,03F-219.4SN,23.985844,120.652714,4.0,4,1,1934.0
員林,03F-219.4SN,23.985844,120.652714,4.0,5,1,1934.0
