,Station,gantry,Latitude,Longitude,Equipment Lane Count,Lane Count,Billing Month,Electricity Consumption (kWh),Feeder Line Category,Power Outage Group,Billing Period (Start),Billing Period (End),Lighting Usage Category,Number of Usage Days Last Year (Second Half),Billed kWh - Regular (Peak),Number of Usage Days Same Period Last Year,Average Electricity Consumption,Electricity Usage Same Period Last Year,Electricity Usage Last Year (Second Half),Number of Usage Days This Period
722,泰山,01F-018.2S,25.06898611,121.5802306,4.0,2.0,09,2352,TM58,D,2024-07-03,2024-09-03,B21,59,2352,62,4038,2355,2173,63
723,泰山,01F-018.2S,25.06898611,121.5802306,4.0,2.0,11,2232,TM58,D,2024-09-04,2024-11-04,B21,67,2232,59,3244,2173,2300,62
724,員林,03F-219.4SN,23.985844,120.652714,5.0,4.0,06,3868,AM33,H,2024-04-17,2024-06-17,B21,59,3868,56,3736,3614,3834,62
725,員林,03F-219.4SN,23.985844,120.652714,5.0,4.0,08,4002,AM33,H,2024-06-18,2024-08-18,B21,66,4002,59,4257,3834,4067,62
726,員林,03F-219.4SN,23.985844,120.652714,5.0,4.0,10,3784,AM33,H,2024-08-19,2024-10-17,B21,58,3784,66,4056,4067,3509,60
727,員林,03F-219.4SN,23.985844,120.652714,5.0,4.0,12,3784,AM33,H,2024-10-18,2024-12-17,B21,68,3784,58,3023,3509,4135,61
728,員林,03F-215.3N,24.01894444,120.6631611,5.0,4.0,06,4812,AM34,H,2024-04-18,2024-06-18,B21,61,4812,56,1836,4335,4931,62
729,員林,03F-215.3N,24.01894444,120.6631611,5.0,4.0,08,5070,AM34,H,2024-06-19,2024-08-19,B21,64,5070,61,2323,4931,5155,62
730,員林,03F-215.3N,24.01894444,120.6631611,5.0,4.0,10,5002,AM34,H,2024-08-20,2024-10-20,B21,58,5002,64,2195,5155,4422,62
731,員林,03F-215.3N,24.01894444,120.6631611,5.0,4.0,12,4564,AM34,H,2024-10-21,2024-12-18,B21,68,4564,58,1293,4422,5097,59
732,員林,03F-223.5S,23.955503,120.661267,5.0,4.0,06,2306,AM26,D,2024-04-01,2024-05-29,B21,59,2306,61,1813,2325,2371,59
733,員林,03F-223.5S,23.955503,120.661267,5.0,4.0,08,2711,AM26,D,2024-05-30,2024-08-04,B21,61,2711,59,2371,2371,2452,67
734,員林,03F-223.5S,23.955503,120.661267,5.0,4.0,10,2372,AM26,D,2024-08-05,2024-10-02,B21,63,2372,61,2095,2452,2428,59
735,員林,03F-223.5S,23.955503,120.661267,5.0,4.0,12,2426,AM26,D,2024-10-03,2024-12-03,B21,62,2426,63,1900,2428,2315,62
736,員林,03F-223.1N,23.957103,120.657614,5.0,4.0,06,2481,AM26,D,2024-04-01,2024-05-29,B21,59,2481,61,1813,2568,2624,59
737,員林,03F-223.1N,23.957103,120.657614,5.0,4.0,08,3002,AM26,D,2024-05-30,2024-08-04,B21,61,3002,59,2371,2624,2670,67
738,員林,03F-223.1N,23.957103,120.657614,5.0,4.0,10,2630,AM26,D,2024-08-05,2024-10-02,B21,63,2630,61,2095,2670,2677,59
739,員林,03F-223.1N,23.957103,120.657614,5.0,4.0,12,2620,AM26,D,2024-10-03,2024-12-03,B21,62,2620,63,1900,2677,2473,62
740,員林,03F-230.6SN,23.906781,120.702828,4.0,3.0,05,3310,AR32,A,2024-03-08,2024-05-09,B21,58,3310,60,2982,2818,3212,63
741,員林,03F-230.6SN,23.906781,120.702828,4.0,3.0,07,3263,AR32,A,2024-05-10,2024-07-08,B21,62,3263,58,3621,3212,3300,60
742,員林,03F-230.6SN,23.906781,120.702828,4.0,3.0,09,3429,AR32,A,2024-07-09,2024-09-09,B21,59,3429,62,3432,3300,3186,63
743,員林,03F-230.6SN,23.906781,120.702828,4.0,3.0,11,3286,AR32,A,2024-09-10,2024-11-10,B21,66,3286,59,3217,3186,3351,62
744,員林,03F-226.0N,23.937928,120.676853,4.0,3.0,06,4321,AQ35,A,2024-04-09,2024-06-06,B21,59,4321,56,2081,3935,4164,59
745,員林,03F-226.0N,23.937928,120.676853,4.0,3.0,08,4671,AQ35,A,2024-06-07,2024-08-08,B21,62,4671,59,2533,4164,4257,63
746,員林,03F-226.0N,23.937928,120.676853,4.0,3.0,10,4351,AQ35,A,2024-08-09,2024-10-08,B21,62,4351,62,2385,4257,4226,61
747,員林,03F-226.0N,23.937928,120.676853,4.0,3.0,12,4145,AQ35,A,2024-10-09,2024-12-09,B21,62,4145,62,2097,4226,3910,62
748,員林,03F-233.6SN,23.882031,120.709186,4.0,3.0,05,3398,AW27,H,2024-03-04,2024-05-05,B21,57,3398,60,2201,2689,3177,63
749,員林,03F-233.6SN,23.882031,120.709186,4.0,3.0,07,3171,AW27,H,2024-05-06,2024-07-02,B21,62,3171,57,2268,3177,3233,58
750,員林,03F-233.6SN,23.882031,120.709186,4.0,3.0,09,3453,AW27,H,2024-07-03,2024-09-03,B21,59,3453,62,2872,3233,3253,63
751,員林,03F-233.6SN,23.882031,120.709186,4.0,3.0,11,3359,AW27,H,2024-09-04,2024-11-04,B21,67,3359,59,2212,3253,3416,62
752,員林,名間交控/作業室,,,,,05,1389,AW27,H,2024-03-04,2024-05-05,C01,57,1389,60,無,1232,1393,63
753,員林,名間交控/作業室,,,,,07,1490,AW27,H,2024-05-06,2024-07-02,C01,62,1490,57,無,1393,1578,58
754,員林,名間交控/作業室,,,,,09,1615,AW27,H,2024-07-03,2024-09-03,C01,59,1615,62,無,1578,1464,63
755,員林,名間交控/作業室,,,,,11,1449,AW27,H,2024-09-04,2024-11-04,C01,67,1449,59,無,1464,1252,62
756,員林,03F-241.5SN,23.814836,120.700003,4.0,3.0,06,3224,AW30,H,2024-04-17,2024-06-17,B21,59,3224,56,1188,3016,3379,62
757,員林,03F-241.5SN,23.814836,120.700003,4.0,3.0,08,3374,AW30,H,2024-06-18,2024-08-18,B21,66,3374,59,1505,3379,3521,62
758,員林,03F-241.5SN,23.814836,120.700003,4.0,3.0,10,3256,AW30,H,2024-08-19,2024-10-17,B21,58,3256,66,1264,3521,3128,60
759,員林,03F-241.5SN,23.814836,120.700003,4.0,3.0,12,3115,AW30,H,2024-10-18,2024-12-17,B21,68,3115,58,1098,3128,3402,61
760,員林,03F-244.7SN,23.787486,120.704519,4.0,3.0,05,706,AW35,C,2024-03-19,2024-05-20,G08,58,706,58,無,742,560,63
761,員林,03F-244.7SN,23.787486,120.704519,4.0,3.0,07,559,AW35,C,2024-05-21,2024-07-17,G08,62,559,58,無,560,396,58
762,員林,03F-244.7SN,23.787486,120.704519,4.0,3.0,09,88,AW35,C,2024-07-18,2024-09-19,G08,61,*88,62,無,396,619,64
763,員林,03F-244.7SN,23.787486,120.704519,4.0,3.0,11,40,AW35,C,2024-09-20,2024-11-19,G08,64,*40,61,無,619,314,61
764,員林,03F-210.0S,24.060653,120.670964,4.0,3.0,06,2305,AF33,E,2024-04-10,2024-06-10,B21,59,2305,56,3653,2083,2238,62
765,員林,03F-210.0S,24.060653,120.670964,4.0,3.0,08,2385,AF33,E,2024-06-11,2024-08-11,B21,62,2385,59,4145,2238,2332,62
766,員林,03F-210.0S,24.060653,120.670964,4.0,3.0,10,2266,AF33,E,2024-08-12,2024-10-10,B21,62,2266,62,3780,2332,2211,60
767,員林,03F-210.0S,24.060653,120.670964,4.0,3.0,12,2201,AF33,E,2024-10-11,2024-12-10,B21,62,2201,62,3218,2211,2158,61
768,員林,03F-210.0N,24.060428,120.671533,4.0,3.0,06,2347,AF33,E,2024-04-10,2024-06-10,B21,59,2347,56,3653,2240,2411,62
769,員林,03F-210.0N,24.060428,120.671533,4.0,3.0,08,2444,AF33,E,2024-06-11,2024-08-11,B21,62,2444,59,4145,2411,2513,62
770,員林,03F-210.0N,24.060428,120.671533,4.0,3.0,10,2328,AF33,E,2024-08-12,2024-10-10,B21,62,2328,62,3780,2513,2337,60
771,員林,03F-210.0N,24.060428,120.671533,4.0,3.0,12,2262,AF33,E,2024-10-11,2024-12-10,B21,62,2262,62,3218,2337,2208,61
772,員林,03F-212.5N,24.040994,120.677853,5.0,4.0,06,2581,AE36,H,2024-04-11,2024-06-11,G08,61,2581,56,2662,2294,2504,62
773,員林,03F-212.5N,24.040994,120.677853,5.0,4.0,08,2723,AF29,E,2024-06-12,2024-08-12,G08,60,2723,61,3047,2504,2440,62
774,員林,03F-212.5N,24.040994,120.677853,5.0,4.0,10,2689,AF29,E,2024-08-13,2024-10-13,G08,62,2689,60,2913,2440,2461,62
775,員林,03F-212.5N,24.040994,120.677853,5.0,4.0,12,2457,AF29,E,2024-10-14,2024-12-11,G08,62,2457,62,2410,2461,2470,59
776,員林,03F-212.9S,24.037419,120.675925,5.0,4.0,06,2615,AF22,E,2024-04-11,2024-06-11,G08,61,2615,56,2662,2320,2592,62
777,員林,03F-212.9S,24.037419,120.675925,5.0,4.0,08,2786,AF22,E,2024-06-12,2024-08-12,G08,60,2786,61,3047,2592,2529,62
778,員林,03F-212.9S,24.037419,120.675925,5.0,4.0,10,2749,AF22,E,2024-08-13,2024-10-13,G08,62,2749,60,2913,2529,2552,62
779,員林,03F-212.9S,24.037419,120.675925,5.0,4.0,12,2480,AF22,E,2024-10-14,2024-12-11,G08,62,2480,62,2410,2552,2515,59
780,田寮,01F-367.6SN,22.627819,120.336222,4.0,3.0,06,3531,BV39,A,2024-03-28,2024-05-28,G08,61,3531,59,1287,3427,3490,62
781,田寮,01F-367.6SN,22.627819,120.336222,4.0,3.0,08,3852,BV39,A,2024-05-29,2024-08-01,G08,61,3852,61,1525,3490,3486,65
782,田寮,01F-367.6SN,22.627819,120.336222,4.0,3.0,10,3531,BV39,A,2024-08-02,2024-10-01,G08,63,3531,61,1363,3486,3571,61
783,田寮,01F-367.6SN,22.627819,120.336222,4.0,3.0,12,3499,BV39,A,2024-10-02,2024-12-02,G08,60,3499,63,1274,3571,3293,62
784,田寮,01F-369.6N,22.609428,120.339608,5.0,4.0,05,2722,BA27,A,2024-03-11,2024-05-12,G08,58,2722,60,962,2489,2467,63
785,田寮,01F-369.6N,22.609428,120.339608,5.0,4.0,07,2619,BA27,A,2024-05-13,2024-07-09,G08,62,2619,58,1062,2467,2609,58
786,田寮,01F-369.6N,22.609428,120.339608,5.0,4.0,09,2759,BA27,A,2024-07-10,2024-09-10,G08,61,2759,62,1108,2609,2602,63
787,田寮,01F-369.6N,22.609428,120.339608,5.0,4.0,11,2669,BA27,A,2024-09-11,2024-11-11,G08,64,2669,61,983,2602,2622,62
788,田寮,01F-368.6SN,22.619119,120.336647,5.0,4.0,06,2540,BA22,A,2024-04-16,2024-06-16,G08,59,2540,56,1117,2429,2645,62
789,田寮,01F-368.6SN,22.619119,120.336647,5.0,4.0,08,2703,BA22,A,2024-06-17,2024-08-15,G08,64,2703,59,1277,2645,2766,60
790,田寮,01F-368.6SN,22.619119,120.336647,5.0,4.0,10,2669,BA22,A,2024-08-16,2024-10-16,G08,60,2669,64,1138,2766,2518,62
791,田寮,01F-368.6SN,22.619119,120.336647,5.0,4.0,12,2551,BA22,A,2024-10-17,2024-12-16,G08,67,2551,60,961,2518,2784,61
792,田寮,01F-364.0SN,22.658892,120.332081,6.0,5.0,07,4386,BL31,H,2024-04-26,2024-06-25,G08,64,4386,57,2817,4252,4694,61
793,田寮,01F-364.0SN,22.658892,120.332081,6.0,5.0,09,4592,BL31,H,2024-06-26,2024-08-27,G08,61,4592,64,3633,4694,4364,63
794,田寮,01F-364.0SN,22.658892,120.332081,6.0,5.0,11,4519,BL31,H,2024-08-28,2024-10-28,G08,63,4519,61,3041,4364,4442,62
795,田寮,01F-364.0SN,22.658892,120.332081,6.0,5.0,01,4105,6A21,C,2024-10-29,2024-12-25,G08,59,4105,63,2173,4442,4145,58
796,田寮,01F-373.6SN,22.581933,120.32315,3.0,2.0,06,2789,BQ25,B,2024-03-28,2024-05-28,G08,61,2789,59,1232,2618,2711,62
797,田寮,01F-373.6SN,22.581933,120.32315,3.0,2.0,08,2973,BQ25,B,2024-05-29,2024-08-01,G08,61,2973,61,1439,2711,2709,65
798,田寮,01F-373.6SN,22.581933,120.32315,3.0,2.0,10,2774,BQ25,B,2024-08-02,2024-10-01,G08,63,2774,61,1327,2709,2736,61
799,田寮,01F-373.6SN,22.581933,120.32315,3.0,2.0,12,2757,BQ25,B,2024-10-02,2024-12-02,G08,60,2757,63,1002,2736,2587,62
800,田寮,01F-359.0SN,22.703364,120.328181,6.0,4.0,05,4448,BY37,C,2024-03-07,2024-05-08,G08,60,4448,58,2725,3939,4183,63
801,田寮,01F-359.0SN,22.703364,120.328181,6.0,4.0,07,4145,BY37,C,2024-05-09,2024-07-07,G08,62,4145,60,2995,4183,4192,60
802,田寮,01F-359.0SN,22.703364,120.328181,6.0,4.0,09,4525,BY37,C,2024-07-08,2024-09-08,G08,59,4525,62,3140,4192,4202,63
803,田寮,01F-359.0SN,22.703364,120.328181,6.0,4.0,11,4400,BY37,C,2024-09-09,2024-11-07,G08,64,4400,59,2696,4202,4368,60
804,田寮,03F-385.4SN,22.769197,120.441839,4.0,3.0,06,3172,BZ33,F,2024-04-10,2024-06-10,G08,59,3172,56,2246,3060,3354,62
805,田寮,03F-385.4SN,22.769197,120.441839,4.0,3.0,08,3120,BZ33,F,2024-06-11,2024-08-11,G08,62,3120,59,2317,3354,3347,62
806,田寮,03F-385.4SN,22.769197,120.441839,4.0,3.0,10,3189,BZ33,F,2024-08-12,2024-10-10,G08,62,3189,62,1978,3347,3249,60
807,田寮,03F-385.4SN,22.769197,120.441839,4.0,3.0,12,3240,BZ33,F,2024-10-11,2024-12-10,G08,62,3240,62,1925,3249,3082,61
808,員林,03F-261.4SN,23.724425,120.601786,4.0,3.0,06,3313,XU39,H,2024-04-11,2024-06-11,G08,61,3313,56,1242,2857,3110,62
809,員林,03F-261.4SN,23.724425,120.601786,4.0,3.0,08,3220,XU39,H,2024-06-12,2024-08-12,G08,60,3220,61,1345,3110,3247,62
810,員林,03F-261.4SN,23.724425,120.601786,4.0,3.0,10,3297,XU39,H,2024-08-13,2024-10-13,G08,62,3297,60,1246,3247,3162,62
811,員林,03F-261.4SN,23.724425,120.601786,4.0,3.0,12,3253,XU39,H,2024-10-14,2024-12-11,G08,62,3253,62,1117,3162,3124,59
812,新市,03F-270.9S,23.649142,120.57295,4.0,3.0,05,3227,XA23,A,2024-03-11,2024-05-12,G08,58,3227,60,1594,3012,3155,63
813,新市,03F-270.9S,23.649142,120.57295,4.0,3.0,07,3062,XA23,A,2024-05-13,2024-07-09,G08,62,3062,58,1628,3155,3436,58
814,新市,03F-270.9S,23.649142,120.57295,4.0,3.0,09,3209,XA23,A,2024-07-10,2024-09-10,G08,61,3209,62,1743,3436,3164,63
815,新市,03F-270.9S,23.649142,120.57295,4.0,3.0,11,3130,XA23,A,2024-09-11,2024-11-11,G08,64,3130,61,1653,3164,3297,62
816,新市,03F-274.7N,23.618203,120.558567,4.0,3.0,06,3165,XA29,A,2024-04-10,2024-06-10,G08,59,3165,56,932,2857,3053,62
817,新市,03F-274.7N,23.618203,120.558567,4.0,3.0,08,3534,XA29,A,2024-06-11,2024-08-11,G08,62,3534,59,1102,3053,3193,62
818,新市,03F-274.7N,23.618203,120.558567,4.0,3.0,10,3375,XA29,A,2024-08-12,2024-10-10,G08,62,3375,62,1035,3193,3126,60
819,新市,03F-274.7N,23.618203,120.558567,4.0,3.0,12,3314,XA29,A,2024-10-11,2024-12-10,G08,62,3314,62,968,3126,3138,61
820,員林,古坑收費站,,,,,05,1514,XA23,A,2024-04-10,2024-05-12, ,28,1514,28,無,1323,1380,33
821,員林,古坑收費站,,,,,06,1498,XA23,A,2024-05-13,2024-06-10, ,30,1498,28,無,1380,1568,29
822,員林,古坑收費站,,,,,07,1948,XA23,A,2024-06-11,2024-07-09, ,29,1948,30,無,1568,1590,29
823,員林,古坑收費站,,,,,08,1615,XA23,A,2024-07-10,2024-08-11, ,33,1615,29,無,1590,1763,33
824,員林,古坑收費站,,,,,09,1568,XA23,A,2024-08-12,2024-09-10, ,29,1568,33,無,1763,1519,30
825,員林,古坑收費站,,,,,10,1301,XA23,A,2024-09-11,2024-10-10, ,32,1301,29,無,1519,1440,30
826,員林,古坑收費站,,,,,11,1357,XA23,A,2024-10-11,2024-11-11, ,30,1357,32,無,1440,1382,32
827,員林,古坑收費站,,,,,12,1039,XA23,A,2024-11-12,2024-12-10, ,34,1039,30,無,1382,1144,29
828,新市,03F-277.7N,23.606792,120.532511,4.0,3.0,06,3280,XA26,H,2024-04-11,2024-06-11,G08,61,3280,56,905,2894,2982,62
829,新市,03F-277.7N,23.606792,120.532511,4.0,3.0,08,3369,XA26,H,2024-06-12,2024-08-12,G08,60,3369,61,1058,2982,3338,62
830,新市,03F-277.7N,23.606792,120.532511,4.0,3.0,10,3212,XA26,H,2024-08-13,2024-10-13,G08,62,3212,60,944,3338,3129,62
831,新市,03F-277.7N,23.606792,120.532511,4.0,3.0,12,3183,XA26,H,2024-10-14,2024-12-11,G08,62,3183,62,834,3129,3121,59
832,員林,03F-253.5SN,23.775581,120.6259,4.0,3.0,06,3328,XM22,H,2024-04-11,2024-06-11,B21,61,3328,56,1306,3021,3373,62
833,員林,03F-253.5SN,23.775581,120.6259,4.0,3.0,08,3261,XM22,H,2024-06-12,2024-08-12,B21,60,3261,61,1333,3373,3474,62
834,員林,03F-253.5SN,23.775581,120.6259,4.0,3.0,10,3183,XM22,H,2024-08-13,2024-10-13,B21,62,3183,60,1270,3474,2977,62
835,員林,03F-253.5SN,23.775581,120.6259,4.0,3.0,12,2932,XM22,H,2024-10-14,2024-12-11,B21,62,2932,62,1451,2977,3103,59
836,員林,01F-242.5SN,23.677375,120.462281,5.0,4.0,06,3872,XT27,H,2024-04-02,2024-06-03,G08,59,3872,61,2153,3766,3736,63
837,員林,01F-242.5SN,23.677375,120.462281,5.0,4.0,08,3908,XT27,H,2024-06-04,2024-08-05,G08,61,3908,59,3071,3736,3652,63
838,員林,01F-242.5SN,23.677375,120.462281,5.0,4.0,10,3672,XT27,H,2024-08-06,2024-10-03,G08,63,3672,61,2700,3652,4046,59
839,員林,01F-242.5SN,23.677375,120.462281,5.0,4.0,12,3742,XT27,H,2024-10-04,2024-12-04,G08,62,3742,63,2975,4046,3652,62
840,員林,01F-239.4SN,23.702603,120.474917,4.0,3.0,06,3388,XW37,D,2024-04-03,2024-06-04,G08,61,3388,56,1476,3103,3447,63
841,員林,01F-239.4SN,23.702603,120.474917,4.0,3.0,08,3185,XW37,D,2024-06-05,2024-08-06,G08,62,3185,61,1785,3447,3223,63
842,員林,01F-239.4SN,23.702603,120.474917,4.0,3.0,10,3190,XW37,D,2024-08-07,2024-10-06,G08,60,3190,62,1686,3223,3441,61
843,員林,01F-239.4SN,23.702603,120.474917,4.0,3.0,12,3240,XW37,D,2024-10-07,2024-12-05,G08,62,3240,60,1481,3441,3146,60
844,員林,01F-232.2SN,23.766328,120.469342,4.0,3.0,05,3378,XC33,C,2024-03-07,2024-05-08,B21,60,3378,58,2039,3015,3215,63
845,員林,01F-232.2SN,23.766328,120.469342,4.0,3.0,07,3045,XC33,C,2024-05-09,2024-07-07,B21,62,3045,60,1356,3215,3428,60
846,員林,01F-232.2SN,23.766328,120.469342,4.0,3.0,09,3406,XC33,C,2024-07-08,2024-09-08,B21,59,3406,62,1603,3428,3127,63
847,員林,01F-232.2SN,23.766328,120.469342,4.0,3.0,11,3332,XC33,C,2024-09-09,2024-11-07,B21,64,3332,59,1586,3127,3226,60
848,員林,01F-247.2S,23.639556,120.443114,4.0,3.0,06,3321,XT30,D,2024-04-18,2024-06-18,B21,61,3321,56,1288,2953,3036,62
849,員林,01F-247.2S,23.639556,120.443114,4.0,3.0,08,3477,XT30,D,2024-06-19,2024-08-19,B21,64,3477,61,2000,3036,3248,62
850,員林,01F-247.2S,23.639556,120.443114,4.0,3.0,10,3280,XT30,D,2024-08-20,2024-10-20,B21,58,3280,64,2145,3248,3977,62
851,員林,01F-247.2S,23.639556,120.443114,4.0,3.0,12,3222,XT30,D,2024-10-21,2024-12-18,B21,68,3222,58,3490,3977,3527,59
852,員林,斗南收費站,,,,,05,736,XT28,F,2024-04-18,2024-05-20, ,28,736,28,無,642,707,33
853,員林,斗南收費站,,,,,06,769,XT28,F,2024-05-21,2024-06-18, ,30,769,28,無,707,1416,29
854,員林,斗南收費站,,,,,07,841,XT28,F,2024-06-19,2024-07-17, ,31,841,30,無,1416,1793,29
855,員林,斗南收費站,,,,,08,892,XT28,F,2024-07-18,2024-08-19, ,31,892,31,無,1793,1321,33
856,員林,斗南收費站,,,,,09,817,XT28,F,2024-08-20,2024-09-19, ,33,817,31,無,1321,853,31
857,員林,斗南收費站,,,,,10,857,XT28,F,2024-09-20,2024-10-20, ,28,857,33,無,853,601,31
858,員林,斗南收費站,,,,,11,812,XT28,F,2024-10-21,2024-11-19, ,30,812,28,無,601,662,30
859,員林,斗南收費站,,,,,12,597,XT28,F,2024-11-20,2024-12-18, ,34,597,30,無,662,625,29
860,員林,01F-248.3S,,,,,06,40,XT23,F,2024-04-18,2024-06-18,B21,61,40,56,1288,40,40,62
861,員林,01F-248.3S,,,,,08,40,XT23,F,2024-06-19,2024-08-19,B21,64,40,61,2000,40,40,62
862,員林,01F-248.3S,,,,,09,0,XT23,F,2024-08-20,2024-08-29,B21,64,0,無,545,無,40,10
863,新市,01F-282.7S,23.347469,120.322192,4.0,3.0,06,3117,VE32,C,2024-04-17,2024-06-17,B21,59,3117,56,3117,3092,3605,62
864,新市,01F-282.7S,23.347469,120.322192,4.0,3.0,08,3293,VE32,C,2024-06-18,2024-08-18,B21,66,3293,59,3293,3605,3718,62
865,新市,01F-282.7S,23.347469,120.322192,4.0,3.0,10,3232,VE32,C,2024-08-19,2024-10-17,B21,58,3232,66,3232,3718,3241,60
866,新市,01F-282.7S,23.347469,120.322192,4.0,3.0,12,3159,VE32,C,2024-10-18,2024-12-17,B21,68,3159,58,3159,3241,3414,61
867,新市,01F-286.6S,23.320994,120.298703,4.0,3.0,06,3413,VE29,D,2024-04-17,2024-06-17,B21,59,3413,56,2693,3166,3440,62
868,新市,01F-286.6S,23.320994,120.298703,4.0,3.0,08,3397,VE29,D,2024-06-18,2024-08-18,B21,66,3397,59,2836,3440,3694,62
869,新市,01F-286.6S,23.320994,120.298703,4.0,3.0,10,3374,VE29,D,2024-08-19,2024-10-17,B21,58,3374,66,2779,3694,3269,60
870,新市,01F-286.6S,23.320994,120.298703,4.0,3.0,12,3229,VE29,D,2024-10-18,2024-12-17,B21,68,3229,58,2189,3269,3646,61
871,新市,03F-325.9S,23.244994,120.367378,4.0,3.0,05,3424,VJ24,B,2024-03-15,2024-05-16,G08,58,3424,60,1660,2965,3307,63
872,新市,03F-325.9S,23.244994,120.367378,4.0,3.0,07,3240,VJ24,B,2024-05-17,2024-07-15,G08,62,3240,58,1615,3307,3372,60
873,新市,03F-325.9S,23.244994,120.367378,4.0,3.0,09,3425,VJ24,B,2024-07-16,2024-09-17,G08,59,3425,62,1704,3372,3210,64
874,新市,03F-325.9S,23.244994,120.367378,4.0,3.0,11,3237,VJ24,B,2024-09-18,2024-11-17,G08,66,3237,59,1621,3210,3465,61
875,新市,03F-330.7N,23.203275,120.355461,4.0,3.0,06,3408,VG21,A,2024-04-17,2024-06-17,B21,59,3408,56,1241,3126,3331,62
876,新市,03F-330.7N,23.203275,120.355461,4.0,3.0,08,3464,VG21,A,2024-06-18,2024-08-18,B21,66,3464,59,1450,3331,3727,62
877,新市,03F-330.7N,23.203275,120.355461,4.0,3.0,10,3302,VG21,A,2024-08-19,2024-10-17,B21,58,3302,66,1285,3727,3298,60
878,新市,03F-330.7N,23.203275,120.355461,4.0,3.0,12,3241,VG21,A,2024-10-18,2024-12-17,B21,68,3241,58,1107,3298,3692,61
879,新市,01F-308.3N,23.140751,120.23327,4.0,3.0,07,3468,VF23,F,2024-04-29,2024-06-26,B21,60,3468,61,1663,3169,1831,59
880,新市,01F-308.3N,23.140751,120.23327,4.0,3.0,09,3675,VF23,F,2024-06-27,2024-08-28,B21,61,3675,60,1955,1831,2521,63
881,新市,01F-308.3N,23.140751,120.23327,4.0,3.0,11,3476,VF23,F,2024-08-29,2024-10-29,B21,63,3476,61,1821,2521,3015,62
882,新市,01F-308.3N,23.140751,120.23327,4.0,3.0,01,3184,VF23,F,2024-10-30,2024-12-26,B21,61,3184,63,1381,3015,3248,58
883,新市,01F-301.9N,23.197286,120.236422,4.0,3.0,06,3495,VF26,F,2024-03-28,2024-05-28,G08,61,3495,59,1749,3322,3438,62
884,新市,01F-301.9N,23.197286,120.236422,4.0,3.0,08,3716,VF26,F,2024-05-29,2024-08-01,G08,61,3716,61,2050,3438,3346,65
885,新市,01F-301.9N,23.197286,120.236422,4.0,3.0,10,3611,VF26,F,2024-08-02,2024-10-01,G08,63,3611,61,2049,3346,3363,61
886,新市,01F-301.9N,23.197286,120.236422,4.0,3.0,12,3486,VF26,F,2024-10-02,2024-12-02,G08,60,3486,63,1590,3363,3403,62
887,新市,03F-318.7N,23.296692,120.404164,4.0,3.0,06,3148,VJ31,H,2024-04-01,2024-05-29,G08,59,3148,61,1639,2995,3340,59
888,新市,03F-318.7N,23.296692,120.404164,4.0,3.0,08,3340,VJ31,H,2024-05-30,2024-08-04,G08,61,3340,59,2285,3340,3141,67
889,新市,03F-318.7N,23.296692,120.404164,4.0,3.0,10,3244,VJ31,H,2024-08-05,2024-10-02,G08,63,3244,61,2948,3141,3261,59
890,新市,03F-318.7N,23.296692,120.404164,4.0,3.0,12,3141,VJ31,H,2024-10-03,2024-12-03,G08,62,3141,63,1991,3261,3063,62
891,新市,03F-321.1S,23.279281,120.390253,4.0,3.0,06,3492,VJ25,H,2024-04-02,2024-06-03,G08,59,3492,61,1061,3293,3652,63
892,新市,03F-321.1S,23.279281,120.390253,4.0,3.0,08,3409,VJ25,H,2024-06-04,2024-08-05,G08,61,3409,59,1173,3652,3427,63
893,新市,03F-321.1S,23.279281,120.390253,4.0,3.0,10,3233,VJ25,H,2024-08-06,2024-10-03,G08,63,3233,61,1042,3427,3419,59
894,新市,03F-321.1S,23.279281,120.390253,4.0,3.0,12,3279,VJ25,H,2024-10-04,2024-12-04,G08,62,3279,63,1049,3419,3196,62
895,新市,01F-293.0S,23.272589,120.265769,4.0,3.0,06,3428,VH22,D,2024-04-18,2024-06-18,G08,61,3428,56,971,3050,3312,62
896,新市,01F-293.0S,23.272589,120.265769,4.0,3.0,08,3539,VH22,D,2024-06-19,2024-08-19,G08,64,3539,61,1107,3312,3608,62
897,新市,01F-293.0S,23.272589,120.265769,4.0,3.0,10,3255,VH22,D,2024-08-20,2024-10-20,G08,58,3255,64,963,3608,3120,62
898,新市,01F-293.0S,23.272589,120.265769,4.0,3.0,12,3225,VH22,D,2024-10-21,2024-12-18,G08,68,3225,58,871,3120,3497,59
899,新市,新營作業室,,,,,05,743,VE28,B,2024-04-08,2024-05-08, ,28,743,28,無,621,662,31
900,新市,新營作業室,,,,,06,781,VE28,B,2024-05-09,2024-06-05, ,32,781,28,無,662,884,28
901,新市,新營作業室,,,,,07,892,VE28,B,2024-06-06,2024-07-07, ,29,892,32,無,884,786,32
902,新市,新營作業室,,,,,08,848,VE28,B,2024-07-08,2024-08-07, ,33,848,29,無,786,934,31
903,新市,新營作業室,,,,,09,725,VE28,B,2024-08-08,2024-09-08, ,29,725,33,無,934,988,32
904,新市,新營作業室,,,,,10,876,VE28,B,2024-09-09,2024-10-07, ,30,876,29,無,988,765,29
905,新市,新營作業室,,,,,11,773,VE28,B,2024-10-08,2024-11-07, ,32,773,30,無,765,667,31
906,新市,新營作業室,,,,,12,643,VE28,B,2024-11-08,2024-12-08, ,32,643,32,無,667,687,31
