,Station,gantry,Latitude,Longitude,Equipment Lane Count,Lane Count,Billing Month,Electricity Consumption (kWh),Feeder Line Category,Power Outage Group,Billing Period (Start),Billing Period (End),Lighting Usage Category,Number of Usage Days Last Year (Second Half),Billed kWh - Regular (Peak),Number of Usage Days Same Period Last Year,Average Electricity Consumption,Electricity Usage Same Period Last Year,Electricity Usage Last Year (Second Half),Number of Usage Days This Period
175,楊梅,01F-049.2SN,25.036481,121.295531,5.0,5.0,09,4622,OY31,B,2024-07-15,2024-09-15,G08,59,4622,62,4099,4640,4366,63
176,楊梅,01F-049.2SN,25.036481,121.295531,5.0,5.0,11,4181,OY31,B,2024-09-16,2024-11-14,G08,64,4181,59,3003,4366,4461,60
177,楊梅,01F-051.1SN,25.025953,121.281731,5.0,5.0,06,4167,EP33,B,2024-04-15,2024-06-13,B21,61,4167,56,4245,3941,4255,60
178,楊梅,01F-051.1SN,25.025953,121.281731,5.0,5.0,08,4322,EP33,B,2024-06-14,2024-08-14,B21,64,4322,61,5056,4255,4419,62
179,楊梅,01F-051.1SN,25.025953,121.281731,5.0,5.0,10,4295,EP33,B,2024-08-15,2024-10-15,B21,60,4295,64,4905,4419,3766,62
180,楊梅,01F-051.1SN,25.025953,121.281731,5.0,5.0,12,3884,EP33,B,2024-10-16,2024-12-15,B21,67,3884,60,4323,3766,4486,61
181,泰山,01H-044.7S,25.060125,121.331858,4.0,3.0,06,2176,EZ43,B,2024-04-18,2024-06-18,B13,61,2176,56,3602,1923,2185,62
182,泰山,01H-044.7S,25.060125,121.331858,4.0,3.0,08,2240,EZ43,B,2024-06-19,2024-08-19,B13,64,2240,61,4345,2185,2276,62
183,泰山,01H-044.7S,25.060125,121.331858,4.0,3.0,10,2280,EZ43,B,2024-08-20,2024-10-20,B13,58,2280,64,4196,2276,1971,62
184,泰山,01H-044.7S,25.060125,121.331858,4.0,3.0,12,2015,EZ43,B,2024-10-21,2024-12-18,B13,68,2015,58,3564,1971,2279,59
185,楊梅,01F-058.4N、01H-057.9N,24.980558,121.228944,8.0,3.0,05,4417,ED29,F,2024-03-04,2024-05-05,G08,57,4417,60,1976,4434,4338,63
186,楊梅,01F-058.4N、01H-057.9N,24.980558,121.228944,8.0,3.0,07,4580,ED29,F,2024-05-06,2024-07-02,G08,62,4580,57,2493,4338,4859,58
187,楊梅,01F-058.4N、01H-057.9N,24.980558,121.228944,8.0,3.0,09,5038,ED29,F,2024-07-03,2024-09-03,G08,59,5038,62,3472,4859,4429,63
188,楊梅,01F-058.4N、01H-057.9N,24.980558,121.228944,8.0,3.0,11,4791,ED29,F,2024-09-04,2024-11-04,G08,67,4791,59,2583,4429,4861,62
189,楊梅,01F-063.3SN,24.949281,121.195594,4.0,3.0,05,3520,ON30,F,2024-03-19,2024-05-20,B21,58,3520,58,4143,3183,3364,63
190,楊梅,01F-063.3SN,24.949281,121.195594,4.0,3.0,07,3531,ON30,F,2024-05-21,2024-07-17,B21,62,3531,58,5202,3364,3534,58
191,楊梅,01F-063.3SN,24.949281,121.195594,4.0,3.0,09,3874,ON30,F,2024-07-18,2024-09-19,B21,61,3874,62,6226,3534,3413,64
192,楊梅,01F-063.3SN,24.949281,121.195594,4.0,3.0,11,3538,ON30,F,2024-09-20,2024-11-19,B21,64,3538,61,4727,3413,3488,61
193,楊梅,01H-060.8N,24.965878,121.211614,3.0,2.0,06,2184,ON30,F,2024-03-26,2024-05-26,G08,61,2184,60,1779,1929,2092,62
194,楊梅,01H-060.8N,24.965878,121.211614,3.0,2.0,08,2213,ON30,F,2024-05-27,2024-07-28,G08,60,2213,61,2290,2092,2059,63
195,楊梅,01H-060.8N,24.965878,121.211614,3.0,2.0,10,2178,ON30,F,2024-07-29,2024-09-25,G08,62,2178,60,2269,2059,2068,59
196,楊梅,01H-060.8N,24.965878,121.211614,3.0,2.0,12,2134,ON30,F,2024-09-26,2024-11-26,G08,62,2134,62,1597,2068,2026,62
197,楊梅,01F-061.6S,24.961693,121.2047523,4.0,4.0,06,501,ON30,F,2024-04-15,2024-06-13,C01,無,*501,無,3487,無,無,60
198,楊梅,01F-061.6S,24.961693,121.2047523,4.0,4.0,08,2546,ON30,F,2024-06-14,2024-08-14,C01,無,*2546,無,4486,無,無,62
199,楊梅,01F-061.6S,24.961693,121.2047523,4.0,4.0,10,2952,ON30,F,2024-08-15,2024-10-15,C01,無,2952,無,4120,無,無,62
200,楊梅,01F-061.6S,24.961693,121.2047523,4.0,4.0,12,2929,ON30,F,2024-10-16,2024-12-15,C01,無,2929,無,3267,無,無,61
201,楊梅,01H-061.0S,24.96525,121.209867,3.0,2.0,06,2060,ED24,F,2024-04-15,2024-06-13,G08,61,2060,56,2060,1844,2099,60
202,楊梅,01H-061.0S,24.96525,121.209867,3.0,2.0,08,2289,ED24,F,2024-06-14,2024-08-14,G08,64,2289,61,2289,2099,2168,62
203,楊梅,01H-061.0S,24.96525,121.209867,3.0,2.0,10,2234,ED24,F,2024-08-15,2024-10-15,G08,60,2234,64,2234,2168,1946,62
204,楊梅,01H-061.0S,24.96525,121.209867,3.0,2.0,12,2086,ED24,F,2024-10-16,2024-12-15,G08,67,2086,60,2086,1946,2173,61
205,泰山,01H-057.9S,24.984094,121.232531,4.0,3.0,06,4511,OJ31,F,2024-04-16,2024-06-16,B21,59,4511,56,3469,4126,4696,62
206,泰山,01H-057.9S,24.984094,121.232531,4.0,3.0,08,4912,OJ31,F,2024-06-17,2024-08-15,B21,64,4912,59,4071,4696,4929,60
207,泰山,01H-057.9S,24.984094,121.232531,4.0,3.0,10,4920,OJ31,F,2024-08-16,2024-10-16,B21,60,4920,64,3824,4929,4316,62
208,泰山,01H-057.9S,24.984094,121.232531,4.0,3.0,12,4489,OJ31,F,2024-10-17,2024-12-16,B21,67,4489,60,2935,4316,4749,61
209,楊梅,01F-055.7SN,24.99858333,121.2477222,4.0,4.0,06,3791,EV07,A,2024-04-18,2024-06-18,B21,61,3791,56,4712,3601,4015,62
210,楊梅,01F-055.7SN,24.99858333,121.2477222,4.0,4.0,08,4061,EV07,A,2024-06-19,2024-08-19,B21,64,4061,61,6321,4015,4277,62
211,楊梅,01F-055.7SN,24.99858333,121.2477222,4.0,4.0,10,3977,EV07,A,2024-08-20,2024-10-20,B21,58,3977,64,5690,4277,3626,62
212,楊梅,01F-055.7SN,24.99858333,121.2477222,4.0,4.0,12,3652,EV07,A,2024-10-21,2024-12-18,B21,68,3652,58,4257,3626,3953,59
213,楊梅,01F-068.1SN,24.917967,121.167586,4.0,3.0,06,3881,EF23,D,2024-04-03,2024-06-04,G08,61,3881,56,3063,3812,3676,63
214,楊梅,01F-068.1SN,24.917967,121.167586,4.0,3.0,08,4074,EF23,D,2024-06-05,2024-08-06,G08,62,4074,61,3672,3676,3769,63
215,楊梅,01F-068.1SN,24.917967,121.167586,4.0,3.0,10,3825,EF23,D,2024-08-07,2024-10-06,G08,60,3825,62,3562,3769,3805,61
216,楊梅,01F-068.1SN,24.917967,121.167586,4.0,3.0,12,3856,EF23,D,2024-10-07,2024-12-05,G08,62,3856,60,2931,3805,3710,60
217,楊梅,01F-066.4SN,24.929544,121.176919,4.0,3.0,06,3551,EW21,D,2024-04-08,2024-06-05,G08,61,3551,56,3454,3023,3432,59
218,楊梅,01F-066.4SN,24.929544,121.176919,4.0,3.0,08,3740,OE34,D,2024-06-06,2024-08-07,G08,62,3740,61,4235,3432,3492,63
219,楊梅,01F-066.4SN,24.929544,121.176919,4.0,3.0,10,3610,EW21,D,2024-08-08,2024-10-07,G08,62,3610,62,3905,3492,3314,61
220,楊梅,01F-066.4SN,24.929544,121.176919,4.0,3.0,12,3520,EW21,D,2024-10-08,2024-12-08,G08,60,3520,62,3028,3314,3376,62
221,楊梅,01F-069.9SN,24.903297,121.159761,4.0,3.0,06,2902,EF30,D,2024-04-10,2024-06-10,G08,59,2902,56,1860,2639,2877,62
222,楊梅,01F-069.9SN,24.903297,121.159761,4.0,3.0,08,3274,EF30,D,2024-06-11,2024-08-11,G08,62,3274,59,2537,2877,3144,62
223,楊梅,01F-069.9SN,24.903297,121.159761,4.0,3.0,10,3074,EF30,D,2024-08-12,2024-10-10,G08,62,3074,62,2081,3144,3043,60
224,楊梅,01F-069.9SN,24.903297,121.159761,4.0,3.0,12,3034,EF30,D,2024-10-11,2024-12-10,G08,62,3034,62,1807,3043,3006,61
225,楊梅,楊梅作業室(交控機房),,,,,07,1761,EF31,D,2024-04-29,2024-06-26,G08,60,1761,61,2659,1654,2056,59
226,楊梅,楊梅作業室(交控機房),,,,,09,2014,EF31,D,2024-06-27,2024-08-28,G08,61,2014,60,3605,2056,1854,63
227,楊梅,楊梅作業室(交控機房),,,,,11,1712,EF31,D,2024-08-29,2024-10-29,G08,63,1712,61,3309,1854,1606,62
228,楊梅,楊梅作業室(交控機房),,,,,01,1214,EF31,D,2024-10-30,2024-12-26,G08,61,1214,63,2582,1606,1398,58
229,楊梅,01F-075.0SN,24.893436,121.111731,4.0,3.0,05,3585,EF27,H,2024-03-06,2024-05-07,G08,60,3585,58,1764,3161,3236,63
230,楊梅,01F-075.0SN,24.893436,121.111731,4.0,3.0,07,3442,EF27,H,2024-05-08,2024-07-04,G08,60,3442,60,1698,3236,3538,58
231,楊梅,01F-075.0SN,24.893436,121.111731,4.0,3.0,09,3858,EF27,H,2024-07-05,2024-09-05,G08,61,3858,60,1994,3538,3414,63
232,楊梅,01F-075.0SN,24.893436,121.111731,4.0,3.0,11,3649,EF27,H,2024-09-06,2024-11-06,G08,64,3649,61,1763,3414,3579,62
233,樹林,03F-064.8SN,24.878792,121.250839,4.0,3.0,05,3591,OQ28,E,2024-03-14,2024-05-15,B21,60,3591,58,1946,3467,3693,63
234,樹林,03F-064.8SN,24.878792,121.250839,4.0,3.0,07,3564,OQ28,E,2024-05-16,2024-07-14,B21,62,3564,60,2188,3693,3820,60
235,樹林,03F-064.8SN,24.878792,121.250839,4.0,3.0,09,1817,OQ28,E,2024-07-15,2024-09-15,B21,59,1817,62,2464,3820,3556,63
236,樹林,03F-064.8SN,24.878792,121.250839,4.0,3.0,11,40,OQ28,E,2024-09-16,2024-11-14,B21,64,*40,59,1938,3556,3522,60
237,楊梅,03F-069.8SN,24.856558,121.208581,4.0,3.0,07,3332,OS32,H,2024-04-25,2024-06-24,B21,64,3332,57,1813,3022,3462,61
238,楊梅,03F-069.8SN,24.856558,121.208581,4.0,3.0,09,3408,OS32,H,2024-06-25,2024-08-26,B21,61,3408,64,2057,3462,3271,63
239,楊梅,03F-069.8SN,24.856558,121.208581,4.0,3.0,11,3521,OS32,H,2024-08-27,2024-10-27,B21,63,3521,61,1918,3271,3164,62
240,楊梅,03F-069.8SN,24.856558,121.208581,4.0,3.0,01,3210,OS32,H,2024-10-28,2024-12-24,B21,59,3210,63,1462,3164,3198,58
241,楊梅,03F-074.6SN,24.816364,121.200339,4.0,3.0,07,4117,OS23,E,2024-04-29,2024-06-26,B21,60,4117,61,4117,3720,4123,59
242,楊梅,03F-074.6SN,24.816364,121.200339,4.0,3.0,09,4378,OS23,E,2024-06-27,2024-08-28,B21,61,4378,60,4378,4123,4249,63
243,楊梅,03F-074.6SN,24.816364,121.200339,4.0,3.0,11,4424,OS23,E,2024-08-29,2024-10-29,B21,63,4424,61,4424,4249,3758,62
244,楊梅,03F-074.6SN,24.816364,121.200339,4.0,3.0,01,3560,OS23,E,2024-10-30,2024-12-26,B21,61,3560,63,3560,3758,3417,58
245,楊梅,龍潭作業室,,,,,05,2301,OS31,E,2024-03-28,2024-05-02, ,29,2301,30,無,1839,1900,36
246,楊梅,龍潭作業室,,,,,06,1725,OS31,E,2024-05-03,2024-05-28, ,32,1725,29,無,1900,2665,26
247,楊梅,龍潭作業室,,,,,07,2764,OS31,E,2024-05-29,2024-07-01, ,29,2764,32,無,2665,3093,34
248,楊梅,龍潭作業室,,,,,08,2965,OS31,E,2024-07-02,2024-08-01, ,33,2965,29,無,3093,2977,31
249,楊梅,龍潭作業室,,,,,09,3141,OS31,E,2024-08-02,2024-09-02, ,28,3141,33,無,2977,2612,32
250,楊梅,龍潭作業室,,,,,10,2599,OS31,E,2024-09-03,2024-10-01, ,31,2599,28,無,2612,2328,29
251,楊梅,龍潭作業室,,,,,11,2489,OS31,E,2024-10-02,2024-11-03, ,32,2489,31,無,2328,1995,33
252,楊梅,龍潭作業室,,,,,12,1805,OS31,E,2024-11-04,2024-12-02, ,31,1805,32,無,1995,1781,29
253,楊梅,龍潭作業室,,,,,01,1786,OS31,E,2024-12-03,2024-12-29, ,29,1786,31,無,1781,1559,27
254,泰山,01H-030.5S,25.075553,121.460661,4.0,4.0,06,2368,YS28,A,2024-03-27,2024-05-27,G08,61,2368,59,3303,2121,2345,62
255,泰山,01H-030.5S,25.075553,121.460661,4.0,4.0,08,2470,YS28,A,2024-05-28,2024-07-29,G08,60,2470,61,4009,2345,2304,63
256,泰山,01H-030.5S,25.075553,121.460661,4.0,4.0,10,2334,YS28,A,2024-07-30,2024-09-26,G08,62,2334,60,3954,2304,2303,59
257,泰山,01H-030.5S,25.075553,121.460661,4.0,4.0,12,2372,YS28,A,2024-09-27,2024-11-27,G08,62,2372,62,3255,2303,2224,62
258,泰山,01F-029.3SN,25.07479722,121.4729611,5.0,4.0,07,4088,YS22,A,2024-04-25,2024-06-24,G08,64,4088,57,3440,3770,4234,61
259,泰山,01F-029.3SN,25.07479722,121.4729611,5.0,4.0,09,4339,YS22,A,2024-06-25,2024-08-26,G08,61,4339,64,4190,4234,4059,63
260,泰山,01F-029.3SN,25.07479722,121.4729611,5.0,4.0,11,3986,YS22,A,2024-08-27,2024-10-27,G08,63,3986,61,3654,4059,3984,62
261,泰山,01F-029.3SN,25.07479722,121.4729611,5.0,4.0,01,3881,YS22,A,2024-10-28,2024-12-24,G08,59,3881,63,3119,3984,3726,58
262,泰山,01F-026.4S,25.07746389,121.5013861,6.0,4.0,06,2399,YJ22,A,2024-04-01,2024-05-29,G08,59,2399,61,1073,2331,2538,59
263,泰山,01F-026.4S,25.07746389,121.5013861,6.0,4.0,08,2856,YJ22,A,2024-05-30,2024-08-04,G08,61,2856,59,1631,2538,2575,67
264,泰山,01F-026.4S,25.07746389,121.5013861,6.0,4.0,10,2468,YJ22,A,2024-08-05,2024-10-02,G08,63,2468,61,1486,2575,2563,59
265,泰山,01F-026.4S,25.07746389,121.5013861,6.0,4.0,12,2542,YJ22,A,2024-10-03,2024-12-03,G08,62,2542,63,1076,2563,2419,62
266,泰山,01H-027.1N,25.075256,121.494019,4.0,3.0,06,2206,YK21,A,2024-04-08,2024-06-05,G08,61,2206,56,1248,2019,2271,59
267,泰山,01H-027.1N,25.075256,121.494019,4.0,3.0,08,2498,YK21,A,2024-06-06,2024-08-07,G08,62,2498,61,1803,2271,2382,63
268,泰山,01H-027.1N,25.075256,121.494019,4.0,3.0,10,2372,YK21,A,2024-08-08,2024-10-07,G08,62,2372,62,1665,2382,2196,61
269,泰山,01H-027.1N,25.075256,121.494019,4.0,3.0,12,2272,YK21,A,2024-10-08,2024-12-08,G08,60,2272,62,1308,2196,2090,62
270,泰山,01F-034.0N,25.068,121.428056,7.0,6.0,05,2753,YM21,D,2024-03-11,2024-05-12,C01,58,2753,60,1674,2467,2543,63
271,泰山,01F-034.0N,25.068,121.428056,7.0,6.0,07,2592,YM21,D,2024-05-13,2024-07-09,C01,62,2592,58,1912,2543,2730,58
272,泰山,01F-034.0N,25.068,121.428056,7.0,6.0,09,2869,YM21,D,2024-07-10,2024-09-10,C01,61,2869,62,2240,2730,2657,63
273,泰山,01F-034.0N,25.068,121.428056,7.0,6.0,11,2792,YR32,D,2024-09-11,2024-11-11,C01,64,2792,61,1844,2657,2730,62
274,泰山,泰山收費站,,,,,05,892,YY48,B,2024-04-12,2024-05-14, ,28,892,28,無,710,724,33
275,泰山,泰山收費站,,,,,06,770,YY48,B,2024-05-15,2024-06-12, ,32,770,28,無,724,1005,29
276,泰山,泰山收費站,,,,,07,970,YY48,B,2024-06-13,2024-07-11, ,29,970,32,無,1005,978,29
277,泰山,泰山收費站,,,,,08,1182,YY48,B,2024-07-12,2024-08-13, ,31,1182,29,無,978,1006,33
278,泰山,泰山收費站,,,,,09,1076,YY48,B,2024-08-14,2024-09-12, ,33,1076,31,無,1006,1027,30
279,泰山,泰山收費站,,,,,10,947,YY48,B,2024-09-13,2024-10-14, ,28,947,33,無,1027,735,32
280,泰山,泰山收費站,,,,,11,784,YY48,B,2024-10-15,2024-11-13, ,30,784,28,無,735,684,30
281,泰山,泰山收費站,,,,,12,761,YY48,B,2024-11-14,2024-12-12, ,34,761,30,無,684,635,29
282,泰山,01F-037.6SN,25.058667,121.397306,5.0,5.0,05,4130,YR35,D,2024-03-14,2024-05-15,G08,60,4130,58,2586,3746,4037,63
283,泰山,01F-037.6SN,25.058667,121.397306,5.0,5.0,07,3953,YR35,D,2024-05-16,2024-07-14,G08,62,3953,60,2806,4037,4228,60
284,泰山,01F-037.6SN,25.058667,121.397306,5.0,5.0,09,4570,YR35,D,2024-07-15,2024-09-15,G08,59,4570,62,3147,4228,3923,63
285,泰山,01F-037.6SN,25.058667,121.397306,5.0,5.0,11,4095,YR35,D,2024-09-16,2024-11-14,G08,64,4095,59,2541,3923,4200,60
286,泰山,01H-033.3N,25.068147,121.435133,3.0,2.0,05,2194,YM21,D,2024-03-18,2024-05-19,G08,58,2194,60,4381,2002,2061,63
287,泰山,01H-033.3N,25.068147,121.435133,3.0,2.0,07,2103,YM21,D,2024-05-20,2024-07-16,G08,62,2103,58,4470,2061,2238,58
288,泰山,01H-033.3N,25.068147,121.435133,3.0,2.0,09,2344,YM21,D,2024-07-17,2024-09-18,G08,61,2344,62,4866,2238,2125,64
289,泰山,01H-033.3N,25.068147,121.435133,3.0,2.0,11,2145,YR32,D,2024-09-19,2024-11-18,G08,64,2145,61,3910,2125,2108,61
290,泰山,01H-033.4S,25.068728,121.433281,3.0,2.0,06,2088,YU23,B,2024-03-25,2024-05-23,G08,59,2088,60,3251,2035,2114,60
291,泰山,01H-033.4S,25.068728,121.433281,3.0,2.0,08,2319,YU23,B,2024-05-24,2024-07-25,G08,62,2319,59,3892,2114,2255,63
292,泰山,01H-033.4S,25.068728,121.433281,3.0,2.0,10,2214,YU23,B,2024-07-26,2024-09-24,G08,62,2214,62,3976,2255,2152,61
293,泰山,01H-033.4S,25.068728,121.433281,3.0,2.0,12,2189,YU23,B,2024-09-25,2024-11-25,G08,62,2189,62,3189,2152,2088,62
294,泰山,01F-033.9SN,25.068239,121.428764,6.0,5.0,06,2825,YU23,B,2024-03-25,2024-05-23,G08,59,2825,60,2825,3775,3161,60
295,泰山,01F-033.9SN,25.068239,121.428764,6.0,5.0,08,2924,YU23,B,2024-05-24,2024-07-25,G08,62,2924,59,2924,3161,3068,63
296,泰山,01F-033.9SN,25.068239,121.428764,6.0,5.0,10,2818,YU23,B,2024-07-26,2024-09-24,G08,62,2818,62,2818,3068,2775,61
297,泰山,01F-033.9SN,25.068239,121.428764,6.0,5.0,12,2769,YU23,B,2024-09-25,2024-11-25,G08,62,2769,62,2769,2775,2716,62
298,泰山,01F-041.3SN,25.064969,121.363561,5.0,5.0,05,4035,5F62,B,2024-03-19,2024-05-20,B21,58,4035,58,2255,3730,3783,63
299,泰山,01F-041.3SN,25.064969,121.363561,5.0,5.0,07,3871,5F62,B,2024-05-21,2024-07-17,B21,62,3871,58,2640,3783,4057,58
300,泰山,01F-041.3SN,25.064969,121.363561,5.0,5.0,09,4299,5F62,B,2024-07-18,2024-09-19,B21,61,4299,62,3264,4057,3913,64
301,泰山,01F-041.3SN,25.064969,121.363561,5.0,5.0,11,3959,5F62,B,2024-09-20,2024-11-19,B21,64,3959,61,2457,3913,4024,61
302,樹林,03F-052.5SN,24.936025,121.3419,5.0,4.0,06,4051,5D29,H,2024-03-27,2024-05-27,B21,61,4051,59,2213,3754,4156,62
303,樹林,03F-052.5SN,24.936025,121.3419,5.0,4.0,08,4155,5D29,H,2024-05-28,2024-07-29,B21,60,4155,61,2323,4156,4108,63
304,樹林,03F-052.5SN,24.936025,121.3419,5.0,4.0,10,3924,5D29,H,2024-07-30,2024-09-26,B21,62,3924,60,2203,4108,4039,59
305,樹林,03F-052.5SN,24.936025,121.3419,5.0,4.0,12,4138,5D29,H,2024-09-27,2024-11-27,B21,62,4138,62,2256,4039,3934,62
306,樹林,03F-055.9SN,24.930225,121.312458,4.0,4.0,06,3770,YP33,H,2024-04-15,2024-06-13,B21,61,3770,56,1893,3427,3940,60
307,樹林,03F-055.9SN,24.930225,121.312458,4.0,4.0,08,3964,YP33,H,2024-06-14,2024-08-14,B21,64,3964,61,2447,3940,4227,62
308,樹林,03F-055.9SN,24.930225,121.312458,4.0,4.0,10,3966,YP33,H,2024-08-15,2024-10-15,B21,60,3966,64,2421,4227,3826,62
309,樹林,03F-055.9SN,24.930225,121.312458,4.0,4.0,12,3768,YP33,H,2024-10-16,2024-12-15,B21,67,3768,60,1758,3826,4080,61
310,樹林,03F-049.8SN,24.943825,121.365275,5.0,4.0,05,3853,5D21,C,2024-03-07,2024-05-08,B21,60,3853,58,2646,3480,3526,63
311,樹林,03F-049.8SN,24.943825,121.365275,5.0,4.0,07,3722,5D21,C,2024-05-09,2024-07-07,B21,62,3722,60,2940,3526,3955,60
312,樹林,03F-049.8SN,24.943825,121.365275,5.0,4.0,09,3954,5D21,C,2024-07-08,2024-09-08,B21,59,3954,62,3271,3955,3739,63
313,樹林,03F-049.8SN,24.943825,121.365275,5.0,4.0,11,3651,5D21,C,2024-09-09,2024-11-07,B21,64,3651,59,2867,3739,3886,60
314,樹林,樹林收費站,,,,,05,1061,5A29,C,2024-04-09,2024-05-09, ,28,1061,28,無,974,937,31
315,樹林,樹林收費站,,,,,06,956,5A29,C,2024-05-10,2024-06-06, ,30,956,28,無,937,1097,28
316,樹林,樹林收費站,,,,,07,1428,5A29,C,2024-06-07,2024-07-08, ,29,1428,30,無,1097,1144,32
317,樹林,樹林收費站,,,,,08,1461,5A29,C,2024-07-09,2024-08-08, ,33,1461,29,無,1144,1323,31
318,樹林,樹林收費站,,,,,09,1475,5A29,C,2024-08-09,2024-09-09, ,29,1475,33,無,1323,1071,32
319,樹林,樹林收費站,,,,,10,1204,5A29,C,2024-09-10,2024-10-08, ,30,1204,29,無,1071,925,29
320,樹林,樹林收費站,,,,,11,1218,5A29,C,2024-10-09,2024-11-10, ,32,1218,30,無,925,807,33
321,樹林,樹林收費站,,,,,12,938,5A29,C,2024-11-11,2024-12-09, ,34,938,32,無,807,782,29
322,楊梅,01F-092.8SN,24.808453,121.010306,4.0,3.0,05,2262,FC12,H,2024-03-11,2024-05-12,B21,58,2262,60,3191,2096,2104,63
323,楊梅,01F-092.8SN,24.808453,121.010306,4.0,3.0,07,2228,FC12,H,2024-05-13,2024-07-09,B21,62,2228,58,3773,2104,2290,58
324,楊梅,01F-092.8SN,24.808453,121.010306,4.0,3.0,09,2502,FC12,H,2024-07-10,2024-09-10,B21,61,2502,62,4153,2290,2201,63
325,楊梅,01F-092.8SN,24.808453,121.010306,4.0,3.0,11,2380,FC12,H,2024-09-11,2024-11-11,B21,64,2380,61,3667,2201,2233,62
326,楊梅,01F-095.0S,24.789622,121.005247,4.0,3.0,06,3968,FC08,D,2024-04-11,2024-06-11,B21,61,3968,56,4515,3435,3927,62
327,楊梅,01F-095.0S,24.789622,121.005247,4.0,3.0,08,4113,FC08,D,2024-06-12,2024-08-12,B21,60,4113,61,5630,3927,3952,62
328,楊梅,01F-095.0S,24.789622,121.005247,4.0,3.0,10,4056,FC08,D,2024-08-13,2024-10-13,B21,62,4056,60,5599,3952,3860,62
329,楊梅,01F-095.0S,24.789622,121.005247,4.0,3.0,12,3728,FC08,D,2024-10-14,2024-12-11,B21,62,3728,62,4263,3860,3737,59
330,楊梅,01F-095.6N,24.783944,121.003725,4.0,3.0,06,2205,FD25,A,2024-04-17,2024-06-17,B21,59,2205,56,18428,2148,2385,62
331,楊梅,01F-095.6N,24.783944,121.003725,4.0,3.0,08,2636,FD25,A,2024-06-18,2024-08-18,B21,66,2636,59,19729,2385,2667,62
332,楊梅,01F-095.6N,24.783944,121.003725,4.0,3.0,10,2478,FD25,A,2024-08-19,2024-10-17,B21,58,2478,66,15451,2667,2227,60
333,楊梅,01F-095.6N,24.783944,121.003725,4.0,3.0,12,2376,FD25,A,2024-10-18,2024-12-17,B21,68,2376,58,11819,2227,2533,61
334,楊梅,01F-088.0SN,24.848719,121.019031,4.0,3.0,06,3744,FR37,A,2024-04-11,2024-06-11,B21,61,3744,56,3649,3417,3897,62
335,楊梅,01F-088.0SN,24.848719,121.019031,4.0,3.0,08,3964,FR37,A,2024-06-12,2024-08-12,B21,60,3964,61,4933,3897,3780,62
336,楊梅,01F-088.0SN,24.848719,121.019031,4.0,3.0,10,3990,FR37,A,2024-08-13,2024-10-13,B21,62,3990,60,4599,3780,3728,62
337,楊梅,01F-088.0SN,24.848719,121.019031,4.0,3.0,12,3655,FR37,A,2024-10-14,2024-12-11,B21,62,3655,62,3580,3728,3554,59
338,楊梅,03F-105.1SN,24.753094,120.945675,4.0,3.0,06,3305,FX09,H,2024-04-12,2024-06-12,B21,61,3305,56,3042,2843,3209,62
339,楊梅,03F-105.1SN,24.753094,120.945675,4.0,3.0,08,3507,FX09,H,2024-06-13,2024-08-13,B21,64,3507,61,3948,3209,3343,62
340,楊梅,03F-105.1SN,24.753094,120.945675,4.0,3.0,10,3449,FX09,H,2024-08-14,2024-10-14,B21,58,3449,64,3809,3343,2947,62
341,楊梅,03F-105.1SN,24.753094,120.945675,4.0,3.0,12,3150,FX09,H,2024-10-15,2024-12-12,B21,69,3150,58,3423,2947,3467,59
342,楊梅,03F-078.3SN,24.797339,121.179128,4.0,3.0,05,3517,FS28,A,2024-03-07,2024-05-08,G08,60,3517,58,1036,3209,3414,63
343,楊梅,03F-078.3SN,24.797339,121.179128,4.0,3.0,07,3394,FS28,A,2024-05-09,2024-07-07,G08,62,3394,60,1141,3414,3465,60
344,楊梅,03F-078.3SN,24.797339,121.179128,4.0,3.0,09,3738,FS28,A,2024-07-08,2024-09-08,G08,59,3738,62,1315,3465,3435,63
345,楊梅,03F-078.3SN,24.797339,121.179128,4.0,3.0,11,3563,FS28,A,2024-09-09,2024-11-07,G08,64,3563,59,1104,3435,3487,60
346,楊梅,03F-084.6SN,24.791439,121.125997,4.0,3.0,06,3585,FS31,A,2024-04-12,2024-06-12,G08,61,3585,56,1973,3136,3568,62
347,楊梅,03F-084.6SN,24.791439,121.125997,4.0,3.0,08,3800,FS31,A,2024-06-13,2024-08-13,G08,64,3800,61,2297,3568,3521,62
348,楊梅,03F-084.6SN,24.791439,121.125997,4.0,3.0,10,3685,FS31,A,2024-08-14,2024-10-14,G08,58,3685,64,2192,3521,3530,62
349,楊梅,03F-084.6SN,24.791439,121.125997,4.0,3.0,12,3438,FS31,A,2024-10-15,2024-12-12,G08,69,3438,58,1853,3530,3929,59
350,楊梅,03F-096.1SN,24.758442,121.030425,4.0,3.0,05,3579,FF29,H,2024-02-27,2024-05-02,B21,61,3579,56,1184,2908,3561,66
351,楊梅,03F-096.1SN,24.758442,121.030425,4.0,3.0,07,3715,FF29,H,2024-05-03,2024-07-01,B21,62,3715,61,1287,3561,3805,60
352,楊梅,03F-096.1SN,24.758442,121.030425,4.0,3.0,09,3794,FF29,H,2024-07-02,2024-09-02,B21,59,3794,62,1718,3805,3493,63
353,楊梅,03F-096.1SN,24.758442,121.030425,4.0,3.0,11,3689,FF29,H,2024-09-03,2024-11-03,B21,63,3689,59,1835,3493,3606,62
