Station,gantry,Latitude,Longitude,Lane Count,Billing Month,Electricity Consumption (kWh),Billing Period (Start),Billing Period (End)
田寮,03F-402.1N,22.680347,120.563311,2,9,2115,2024-07-12,2024-09-12
田寮,03F-402.1N,22.680347,120.563311,2,11,2033,2024-09-13,2024-11-13
田寮,03F-398.1S,22.7058,120.539336,2,6,1684,2024-04-01,2024-05-29
田寮,03F-398.1S,22.7058,120.539336,2,8,1825,2024-05-30,2024-08-04
田寮,03F-398.1S,22.7058,120.539336,2,10,1706,2024-08-05,2024-10-02
田寮,03F-398.1S,22.7058,120.539336,2,12,1667,2024-10-03,2024-12-03
田寮,03F-398.4N,22.704642,120.541133,2,6,1876,2024-04-01,2024-05-29
田寮,03F-398.4N,22.704642,120.541133,2,8,1967,2024-05-30,2024-08-04
田寮,03F-398.4N,22.704642,120.541133,2,10,1803,2024-08-05,2024-10-02
田寮,03F-398.4N,22.704642,120.541133,2,12,1778,2024-10-03,2024-12-03
田寮,03F-401.8S,22.682775,120.563086,2,5,2201,2024-03-08,2024-05-09
田寮,03F-401.8S,22.682775,120.563086,2,7,2063,2024-05-10,2024-07-08
田寮,03F-401.8S,22.682775,120.563086,2,9,2205,2024-07-09,2024-09-09
田寮,03F-401.8S,22.682775,120.563086,2,11,2115,2024-09-10,2024-11-10
田寮,03F-391.6SN,22.749792,120.496839,3,5,3397,2024-03-13,2024-05-14
田寮,03F-391.6SN,22.749792,120.496839,3,7,3213,2024-05-15,2024-07-11
田寮,03F-391.6SN,22.749792,120.496839,3,9,3442,2024-07-12,2024-09-12
田寮,03F-391.6SN,22.749792,120.496839,3,11,3349,2024-09-13,2024-11-13
泰山,01F-024.8S,25.07763056,121.5166028,4,5,2634,2024-03-05,2024-05-06
泰山,01F-024.8S,25.07763056,121.5166028,4,7,2498,2024-05-07,2024-07-03
泰山,01F-024.8S,25.07763056,121.5166028,4,9,2697,2024-07-04,2024-09-04
泰山,01F-024.8S,25.07763056,121.5166028,4,11,2656,2024-09-05,2024-11-05
樹林,03F-013.6S,25.052742,121.631281,4,6,2378,2024-04-10,2024-06-10
樹林,03F-013.6S,25.052742,121.631281,4,8,2446,2024-06-11,2024-08-11
樹林,03F-013.6S,25.052742,121.631281,4,10,2349,2024-08-12,2024-10-10
樹林,03F-013.6S,25.052742,121.631281,4,12,2273,2024-10-11,2024-12-10
樹林,03F-014.0N,25.050319,121.628156,4,6,2177,2024-04-10,2024-06-10
樹林,03F-014.0N,25.050319,121.628156,4,8,2255,2024-06-11,2024-08-11
樹林,03F-014.0N,25.050319,121.628156,4,10,2158,2024-08-12,2024-10-10
樹林,03F-014.0N,25.050319,121.628156,4,12,2111,2024-10-11,2024-12-10
樹林,03F-015.8S,25.036533,121.621386,4,6,2523,2024-04-11,2024-06-11
樹林,03F-015.8S,25.036533,121.621386,4,8,2637,2024-06-12,2024-08-12
樹林,03F-015.8S,25.036533,121.621386,4,10,2589,2024-08-13,2024-10-13
樹林,03F-015.8S,25.036533,121.621386,4,12,2357,2024-10-14,2024-12-11
樹林,03F-015.0N,25.042389,121.624789,5,6,2368,2024-04-12,2024-06-12
樹林,03F-015.0N,25.042389,121.624789,5,8,2463,2024-06-13,2024-08-13
樹林,03F-015.0N,25.042389,121.624789,5,10,2461,2024-08-14,2024-10-14
樹林,03F-015.0N,25.042389,121.624789,5,12,2218,2024-10-15,2024-12-12
樹林,05F-000.1N,25.035036,121.624719,3,6,1951,2024-04-15,2024-06-13
樹林,05F-000.1N,25.035036,121.624719,3,8,2094,2024-06-14,2024-08-14
樹林,05F-000.1N,25.035036,121.624719,3,10,2072,2024-08-15,2024-10-15
樹林,05F-000.1N,25.035036,121.624719,3,12,1924,2024-10-16,2024-12-15
樹林,05F-000.0S,25.035183,121.623019,3,6,2064,2024-04-15,2024-06-13
樹林,05F-000.0S,25.035183,121.623019,3,8,2295,2024-06-14,2024-08-14
樹林,05F-000.0S,25.035183,121.623019,3,10,2040,2024-08-15,2024-10-15
樹林,05F-000.0S,25.035183,121.623019,3,12,2019,2024-10-16,2024-12-15
泰山,01F-014.7SN,25.06564444,121.6135194,2,6,3219,2024-04-02,2024-06-03
泰山,01F-014.7SN,25.06564444,121.6135194,2,8,3305,2024-06-04,2024-08-05
泰山,01F-014.7SN,25.06564444,121.6135194,2,10,3061,2024-08-06,2024-10-03
泰山,01F-014.7SN,25.06564444,121.6135194,2,12,3074,2024-10-04,2024-12-04
泰山,01H-016.3S,25.064006,121.598733,2,6,2085,2024-04-18,2024-06-18
泰山,01H-016.3S,25.064006,121.598733,2,8,2161,2024-06-19,2024-08-19
泰山,01H-016.3S,25.064006,121.598733,2,10,2130,2024-08-20,2024-10-20
泰山,01H-016.3S,25.064006,121.598733,2,12,1938,2024-10-21,2024-12-18
泰山,01F-015.3SN,25.064911,121.607778,3,6,4295,2024-04-18,2024-06-18
泰山,01F-015.3SN,25.064911,121.607778,3,8,3349,2024-06-19,2024-08-19
泰山,01F-015.3SN,25.064911,121.607778,3,10,3361,2024-08-20,2024-10-20
泰山,01F-015.3SN,25.064911,121.607778,3,12,3073,2024-10-21,2024-12-18
泰山,01H-017.4N,25.065544,121.588044,2,7,2132,2024-04-26,2024-06-25
泰山,01H-017.4N,25.065544,121.588044,2,9,2267,2024-06-26,2024-08-27
泰山,01H-017.4N,25.065544,121.588044,2,11,2180,2024-08-28,2024-10-28
泰山,01H-017.4N,25.065544,121.588044,2,1,1956,2024-10-29,2024-12-25
泰山,01F-018.2S,25.06898611,121.5802306,2,5,2239,2024-03-04,2024-05-05
泰山,01F-018.2S,25.06898611,121.5802306,2,7,2106,2024-05-06,2024-07-02
泰山,01F-018.2S,25.06898611,121.5802306,2,9,2352,2024-07-03,2024-09-03
泰山,01F-018.2S,25.06898611,121.5802306,2,11,2232,2024-09-04,2024-11-04
員林,03F-219.4SN,23.985844,120.652714,4,6,3868,2024-04-17,2024-06-17
員林,03F-219.4SN,23.985844,120.652714,4,8,4002,2024-06-18,2024-08-18
員林,03F-219.4SN,23.985844,120.652714,4,10,3784,2024-08-19,2024-10-17
員林,03F-219.4SN,23.985844,120.652714,4,12,3784,2024-10-18,2024-12-17
員林,03F-215.3N,24.01894444,120.6631611,4,6,4812,2024-04-18,2024-06-18
員林,03F-215.3N,24.01894444,120.6631611,4,8,5070,2024-06-19,2024-08-19
員林,03F-215.3N,24.01894444,120.6631611,4,10,5002,2024-08-20,2024-10-20
員林,03F-215.3N,24.01894444,120.6631611,4,12,4564,2024-10-21,2024-12-18
員林,03F-223.5S,23.955503,120.661267,4,6,2306,2024-04-01,2024-05-29
員林,03F-223.5S,23.955503,120.661267,4,8,2711,2024-05-30,2024-08-04
員林,03F-223.5S,23.955503,120.661267,4,10,2372,2024-08-05,2024-10-02
員林,03F-223.5S,23.955503,120.661267,4,12,2426,2024-10-03,2024-12-03
員林,03F-223.1N,23.957103,120.657614,4,6,2481,2024-04-01,2024-05-29
員林,03F-223.1N,23.957103,120.657614,4,8,3002,2024-05-30,2024-08-04
員林,03F-223.1N,23.957103,120.657614,4,10,2630,2024-08-05,2024-10-02
員林,03F-223.1N,23.957103,120.657614,4,12,2620,2024-10-03,2024-12-03
員林,03F-230.6SN,23.906781,120.702828,3,5,3310,2024-03-08,2024-05-09
員林,03F-230.6SN,23.906781,120.702828,3,7,3263,2024-05-10,2024-07-08
員林,03F-230.6SN,23.906781,120.702828,3,9,3429,2024-07-09,2024-09-09
員林,03F-230.6SN,23.906781,120.702828,3,11,3286,2024-09-10,2024-11-10
員林,03F-226.0N,23.937928,120.676853,3,6,4321,2024-04-09,2024-06-06
員林,03F-226.0N,23.937928,120.676853,3,8,4671,2024-06-07,2024-08-08
員林,03F-226.0N,23.937928,120.676853,3,10,4351,2024-08-09,2024-10-08
員林,03F-226.0N,23.937928,120.676853,3,12,4145,2024-10-09,2024-12-09
員林,03F-233.6SN,23.882031,120.709186,3,5,3398,2024-03-04,2024-05-05
員林,03F-233.6SN,23.882031,120.709186,3,7,3171,2024-05-06,2024-07-02
員林,03F-233.6SN,23.882031,120.709186,3,9,3453,2024-07-03,2024-09-03
員林,03F-233.6SN,23.882031,120.709186,3,11,3359,2024-09-04,2024-11-04
員林,名間交控/作業室,,,,5,1389,2024-03-04,2024-05-05
員林,名間交控/作業室,,,,7,1490,2024-05-06,2024-07-02
員林,名間交控/作業室,,,,9,1615,2024-07-03,2024-09-03
員林,名間交控/作業室,,,,11,1449,2024-09-04,2024-11-04
員林,03F-241.5SN,23.814836,120.700003,3,6,3224,2024-04-17,2024-06-17
員林,03F-241.5SN,23.814836,120.700003,3,8,3374,2024-06-18,2024-08-18
員林,03F-241.5SN,23.814836,120.700003,3,10,3256,2024-08-19,2024-10-17
員林,03F-241.5SN,23.814836,120.700003,3,12,3115,2024-10-18,2024-12-17
員林,03F-244.7SN,23.787486,120.704519,3,5,706,2024-03-19,2024-05-20
員林,03F-244.7SN,23.787486,120.704519,3,7,559,2024-05-21,2024-07-17
員林,03F-244.7SN,23.787486,120.704519,3,9,88,2024-07-18,2024-09-19
員林,03F-244.7SN,23.787486,120.704519,3,11,40,2024-09-20,2024-11-19
員林,03F-210.0S,24.060653,120.670964,3,6,2305,2024-04-10,2024-06-10
員林,03F-210.0S,24.060653,120.670964,3,8,2385,2024-06-11,2024-08-11
員林,03F-210.0S,24.060653,120.670964,3,10,2266,2024-08-12,2024-10-10
員林,03F-210.0S,24.060653,120.670964,3,12,2201,2024-10-11,2024-12-10
員林,03F-210.0N,24.060428,120.671533,3,6,2347,2024-04-10,2024-06-10
員林,03F-210.0N,24.060428,120.671533,3,8,2444,2024-06-11,2024-08-11
員林,03F-210.0N,24.060428,120.671533,3,10,2328,2024-08-12,2024-10-10
員林,03F-210.0N,24.060428,120.671533,3,12,2262,2024-10-11,2024-12-10
員林,03F-212.5N,24.040994,120.677853,4,6,2581,2024-04-11,2024-06-11
員林,03F-212.5N,24.040994,120.677853,4,8,2723,2024-06-12,2024-08-12
員林,03F-212.5N,24.040994,120.677853,4,10,2689,2024-08-13,2024-10-13
員林,03F-212.5N,24.040994,120.677853,4,12,2457,2024-10-14,2024-12-11
員林,03F-212.9S,24.037419,120.675925,4,6,2615,2024-04-11,2024-06-11
員林,03F-212.9S,24.037419,120.675925,4,8,2786,2024-06-12,2024-08-12
員林,03F-212.9S,24.037419,120.675925,4,10,2749,2024-08-13,2024-10-13
員林,03F-212.9S,24.037419,120.675925,4,12,2480,2024-10-14,2024-12-11
田寮,01F-367.6SN,22.627819,120.336222,3,6,3531,2024-03-28,2024-05-28
田寮,01F-367.6SN,22.627819,120.336222,3,8,3852,2024-05-29,2024-08-01
田寮,01F-367.6SN,22.627819,120.336222,3,10,3531,2024-08-02,2024-10-01
田寮,01F-367.6SN,22.627819,120.336222,3,12,3499,2024-10-02,2024-12-02
田寮,01F-369.6N,22.609428,120.339608,4,5,2722,2024-03-11,2024-05-12
田寮,01F-369.6N,22.609428,120.339608,4,7,2619,2024-05-13,2024-07-09
田寮,01F-369.6N,22.609428,120.339608,4,9,2759,2024-07-10,2024-09-10
田寮,01F-369.6N,22.609428,120.339608,4,11,2669,2024-09-11,2024-11-11
田寮,01F-368.6SN,22.619119,120.336647,4,6,2540,2024-04-16,2024-06-16
田寮,01F-368.6SN,22.619119,120.336647,4,8,2703,2024-06-17,2024-08-15
田寮,01F-368.6SN,22.619119,120.336647,4,10,2669,2024-08-16,2024-10-16
田寮,01F-368.6SN,22.619119,120.336647,4,12,2551,2024-10-17,2024-12-16
田寮,01F-364.0SN,22.658892,120.332081,5,7,4386,2024-04-26,2024-06-25
田寮,01F-364.0SN,22.658892,120.332081,5,9,4592,2024-06-26,2024-08-27
田寮,01F-364.0SN,22.658892,120.332081,5,11,4519,2024-08-28,2024-10-28
田寮,01F-364.0SN,22.658892,120.332081,5,1,4105,2024-10-29,2024-12-25
田寮,01F-373.6SN,22.581933,120.32315,2,6,2789,2024-03-28,2024-05-28
田寮,01F-373.6SN,22.581933,120.32315,2,8,2973,2024-05-29,2024-08-01
田寮,01F-373.6SN,22.581933,120.32315,2,10,2774,2024-08-02,2024-10-01
田寮,01F-373.6SN,22.581933,120.32315,2,12,2757,2024-10-02,2024-12-02
田寮,01F-359.0SN,22.703364,120.328181,4,5,4448,2024-03-07,2024-05-08
田寮,01F-359.0SN,22.703364,120.328181,4,7,4145,2024-05-09,2024-07-07
田寮,01F-359.0SN,22.703364,120.328181,4,9,4525,2024-07-08,2024-09-08
田寮,01F-359.0SN,22.703364,120.328181,4,11,4400,2024-09-09,2024-11-07
田寮,03F-385.4SN,22.769197,120.441839,3,6,3172,2024-04-10,2024-06-10
田寮,03F-385.4SN,22.769197,120.441839,3,8,3120,2024-06-11,2024-08-11
田寮,03F-385.4SN,22.769197,120.441839,3,10,3189,2024-08-12,2024-10-10
田寮,03F-385.4SN,22.769197,120.441839,3,12,3240,2024-10-11,2024-12-10
員林,03F-261.4SN,23.724425,120.601786,3,6,3313,2024-04-11,2024-06-11
員林,03F-261.4SN,23.724425,120.601786,3,8,3220,2024-06-12,2024-08-12
員林,03F-261.4SN,23.724425,120.601786,3,10,3297,2024-08-13,2024-10-13
員林,03F-261.4SN,23.724425,120.601786,3,12,3253,2024-10-14,2024-12-11
新市,03F-270.9S,23.649142,120.57295,3,5,3227,2024-03-11,2024-05-12
新市,03F-270.9S,23.649142,120.57295,3,7,3062,2024-05-13,2024-07-09
新市,03F-270.9S,23.649142,120.57295,3,9,3209,2024-07-10,2024-09-10
新市,03F-270.9S,23.649142,120.57295,3,11,3130,2024-09-11,2024-11-11
新市,03F-274.7N,23.618203,120.558567,3,6,3165,2024-04-10,2024-06-10
新市,03F-274.7N,23.618203,120.558567,3,8,3534,2024-06-11,2024-08-11
新市,03F-274.7N,23.618203,120.558567,3,10,3375,2024-08-12,2024-10-10
新市,03F-274.7N,23.618203,120.558567,3,12,3314,2024-10-11,2024-12-10
員林,古坑收費站,,,,5,1514,2024-04-10,2024-05-12
員林,古坑收費站,,,,6,1498,2024-05-13,2024-06-10
員林,古坑收費站,,,,7,1948,2024-06-11,2024-07-09
員林,古坑收費站,,,,8,1615,2024-07-10,2024-08-11
員林,古坑收費站,,,,9,1568,2024-08-12,2024-09-10
員林,古坑收費站,,,,10,1301,2024-09-11,2024-10-10
員林,古坑收費站,,,,11,1357,2024-10-11,2024-11-11
員林,古坑收費站,,,,12,1039,2024-11-12,2024-12-10
新市,03F-277.7N,23.606792,120.532511,3,6,3280,2024-04-11,2024-06-11
新市,03F-277.7N,23.606792,120.532511,3,8,3369,2024-06-12,2024-08-12
新市,03F-277.7N,23.606792,120.532511,3,10,3212,2024-08-13,2024-10-13
新市,03F-277.7N,23.606792,120.532511,3,12,3183,2024-10-14,2024-12-11
員林,03F-253.5SN,23.775581,120.6259,3,6,3328,2024-04-11,2024-06-11
員林,03F-253.5SN,23.775581,120.6259,3,8,3261,2024-06-12,2024-08-12
員林,03F-253.5SN,23.775581,120.6259,3,10,3183,2024-08-13,2024-10-13
員林,03F-253.5SN,23.775581,120.6259,3,12,2932,2024-10-14,2024-12-11
員林,01F-242.5SN,23.677375,120.462281,4,6,3872,2024-04-02,2024-06-03
員林,01F-242.5SN,23.677375,120.462281,4,8,3908,2024-06-04,2024-08-05
員林,01F-242.5SN,23.677375,120.462281,4,10,3672,2024-08-06,2024-10-03
員林,01F-242.5SN,23.677375,120.462281,4,12,3742,2024-10-04,2024-12-04
員林,01F-239.4SN,23.702603,120.474917,3,6,3388,2024-04-03,2024-06-04
員林,01F-239.4SN,23.702603,120.474917,3,8,3185,2024-06-05,2024-08-06
員林,01F-239.4SN,23.702603,120.474917,3,10,3190,2024-08-07,2024-10-06
員林,01F-239.4SN,23.702603,120.474917,3,12,3240,2024-10-07,2024-12-05
員林,01F-232.2SN,23.766328,120.469342,3,5,3378,2024-03-07,2024-05-08
員林,01F-232.2SN,23.766328,120.469342,3,7,3045,2024-05-09,2024-07-07
員林,01F-232.2SN,23.766328,120.469342,3,9,3406,2024-07-08,2024-09-08
員林,01F-232.2SN,23.766328,120.469342,3,11,3332,2024-09-09,2024-11-07
員林,01F-247.2S,23.639556,120.443114,3,6,3321,2024-04-18,2024-06-18
員林,01F-247.2S,23.639556,120.443114,3,8,3477,2024-06-19,2024-08-19
員林,01F-247.2S,23.639556,120.443114,3,10,3280,2024-08-20,2024-10-20
員林,01F-247.2S,23.639556,120.443114,3,12,3222,2024-10-21,2024-12-18
員林,斗南收費站,,,,5,736,2024-04-18,2024-05-20
員林,斗南收費站,,,,6,769,2024-05-21,2024-06-18
員林,斗南收費站,,,,7,841,2024-06-19,2024-07-17
員林,斗南收費站,,,,8,892,2024-07-18,2024-08-19
員林,斗南收費站,,,,9,817,2024-08-20,2024-09-19
員林,斗南收費站,,,,10,857,2024-09-20,2024-10-20
員林,斗南收費站,,,,11,812,2024-10-21,2024-11-19
員林,斗南收費站,,,,12,597,2024-11-20,2024-12-18
員林,01F-248.3S,,,,6,40,2024-04-18,2024-06-18
員林,01F-248.3S,,,,8,40,2024-06-19,2024-08-19
員林,01F-248.3S,,,,9,0,2024-08-20,2024-08-29
新市,01F-282.7S,23.347469,120.322192,3,6,3117,2024-04-17,2024-06-17
新市,01F-282.7S,23.347469,120.322192,3,8,3293,2024-06-18,2024-08-18
新市,01F-282.7S,23.347469,120.322192,3,10,3232,2024-08-19,2024-10-17
新市,01F-282.7S,23.347469,120.322192,3,12,3159,2024-10-18,2024-12-17
新市,01F-286.6S,23.320994,120.298703,3,6,3413,2024-04-17,2024-06-17
新市,01F-286.6S,23.320994,120.298703,3,8,3397,2024-06-18,2024-08-18
新市,01F-286.6S,23.320994,120.298703,3,10,3374,2024-08-19,2024-10-17
新市,01F-286.6S,23.320994,120.298703,3,12,3229,2024-10-18,2024-12-17
新市,03F-325.9S,23.244994,120.367378,3,5,3424,2024-03-15,2024-05-16
新市,03F-325.9S,23.244994,120.367378,3,7,3240,2024-05-17,2024-07-15
新市,03F-325.9S,23.244994,120.367378,3,9,3425,2024-07-16,2024-09-17
新市,03F-325.9S,23.244994,120.367378,3,11,3237,2024-09-18,2024-11-17
新市,03F-330.7N,23.203275,120.355461,3,6,3408,2024-04-17,2024-06-17
新市,03F-330.7N,23.203275,120.355461,3,8,3464,2024-06-18,2024-08-18
新市,03F-330.7N,23.203275,120.355461,3,10,3302,2024-08-19,2024-10-17
新市,03F-330.7N,23.203275,120.355461,3,12,3241,2024-10-18,2024-12-17
新市,01F-308.3N,23.140751,120.23327,3,7,3468,2024-04-29,2024-06-26
新市,01F-308.3N,23.140751,120.23327,3,9,3675,2024-06-27,2024-08-28
新市,01F-308.3N,23.140751,120.23327,3,11,3476,2024-08-29,2024-10-29
新市,01F-308.3N,23.140751,120.23327,3,1,3184,2024-10-30,2024-12-26
新市,01F-301.9N,23.197286,120.236422,3,6,3495,2024-03-28,2024-05-28
新市,01F-301.9N,23.197286,120.236422,3,8,3716,2024-05-29,2024-08-01
新市,01F-301.9N,23.197286,120.236422,3,10,3611,2024-08-02,2024-10-01
新市,01F-301.9N,23.197286,120.236422,3,12,3486,2024-10-02,2024-12-02
新市,03F-318.7N,23.296692,120.404164,3,6,3148,2024-04-01,2024-05-29
新市,03F-318.7N,23.296692,120.404164,3,8,3340,2024-05-30,2024-08-04
新市,03F-318.7N,23.296692,120.404164,3,10,3244,2024-08-05,2024-10-02
新市,03F-318.7N,23.296692,120.404164,3,12,3141,2024-10-03,2024-12-03
新市,03F-321.1S,23.279281,120.390253,3,6,3492,2024-04-02,2024-06-03
新市,03F-321.1S,23.279281,120.390253,3,8,3409,2024-06-04,2024-08-05
新市,03F-321.1S,23.279281,120.390253,3,10,3233,2024-08-06,2024-10-03
新市,03F-321.1S,23.279281,120.390253,3,12,3279,2024-10-04,2024-12-04
新市,01F-293.0S,23.272589,120.265769,3,6,3428,2024-04-18,2024-06-18
新市,01F-293.0S,23.272589,120.265769,3,8,3539,2024-06-19,2024-08-19
新市,01F-293.0S,23.272589,120.265769,3,10,3255,2024-08-20,2024-10-20
新市,01F-293.0S,23.272589,120.265769,3,12,3225,2024-10-21,2024-12-18
新市,新營作業室,,,,5,743,2024-04-08,2024-05-08
新市,新營作業室,,,,6,781,2024-05-09,2024-06-05
新市,新營作業室,,,,7,892,2024-06-06,2024-07-07
新市,新營作業室,,,,8,848,2024-07-08,2024-08-07
新市,新營作業室,,,,9,725,2024-08-08,2024-09-08
新市,新營作業室,,,,10,876,2024-09-09,2024-10-07
新市,新營作業室,,,,11,773,2024-10-08,2024-11-07
新市,新營作業室,,,,12,643,2024-11-08,2024-12-08
新市,白河作業室,,,,6,1316,2024-03-26,2024-05-26
新市,白河作業室,,,,8,1522,2024-05-27,2024-07-28
新市,白河作業室,,,,10,1348,2024-07-29,2024-09-25
新市,白河作業室,,,,12,1311,2024-09-26,2024-11-26
新市,03F-310.1N,23.361253,120.436356,3,7,3448,2024-04-26,2024-06-25
新市,03F-310.1N,23.361253,120.436356,3,9,3448,2024-06-26,2024-08-27
新市,03F-310.1N,23.361253,120.436356,3,11,3448,2024-08-28,2024-10-28
新市,03F-310.1N,23.361253,120.436356,3,1,1540,2024-10-29,2024-12-25
后里,01F-112.3N,24.67931667,120.9042667,3,6,3245,2024-04-01,2024-05-29
后里,01F-112.3N,24.67931667,120.9042667,3,8,3889,2024-05-30,2024-08-04
后里,01F-112.3N,24.67931667,120.9042667,3,10,3266,2024-08-05,2024-10-02
后里,01F-112.3N,24.67931667,120.9042667,3,12,3298,2024-10-03,2024-12-03
后里,03F-116.1N,24.698006,120.860086,3,5,3299,2024-03-08,2024-05-09
后里,03F-116.1N,24.698006,120.860086,3,7,3255,2024-05-10,2024-07-08
后里,03F-116.1N,24.698006,120.860086,3,9,3469,2024-07-09,2024-09-09
后里,03F-116.1N,24.698006,120.860086,3,11,3310,2024-09-10,2024-11-10
后里,03F-112.8S,24.711383,120.889639,3,5,3223,2024-03-13,2024-05-14
后里,03F-112.8S,24.711383,120.889639,3,7,3177,2024-05-15,2024-07-11
后里,03F-112.8S,24.711383,120.889639,3,9,3460,2024-07-12,2024-09-12
后里,03F-112.8S,24.711383,120.889639,3,11,3247,2024-09-13,2024-11-13
后里,造橋作業室,,,,5,794,2024-04-17,2024-05-19
后里,造橋作業室,,,,6,891,2024-05-20,2024-06-17
后里,造橋作業室,,,,7,1194,2024-06-18,2024-07-16
后里,造橋作業室,,,,8,1390,2024-07-17,2024-08-18
后里,造橋作業室,,,,9,1242,2024-08-19,2024-09-18
后里,造橋作業室,,,,10,962,2024-09-19,2024-10-17
后里,造橋作業室,,,,11,808,2024-10-18,2024-11-18
后里,造橋作業室,,,,12,564,2024-11-19,2024-12-17
后里,01F-129.2S,24.550442,120.838925,3,6,3360,2024-04-11,2024-06-11
后里,01F-129.2S,24.550442,120.838925,3,8,3180,2024-06-12,2024-08-12
后里,01F-129.2S,24.550442,120.838925,3,10,3134,2024-08-13,2024-10-13
后里,01F-129.2S,24.550442,120.838925,3,12,3685,2024-10-14,2024-12-11
后里,01F-138.9S,24.485919,120.781903,3,5,3438,2024-03-06,2024-05-07
后里,01F-138.9S,24.485919,120.781903,3,7,3231,2024-05-08,2024-07-04
后里,01F-138.9S,24.485919,120.781903,3,9,3640,2024-07-05,2024-09-05
后里,01F-138.9S,24.485919,120.781903,3,11,3468,2024-09-06,2024-11-06
后里,03F-133.2N,24.579642,120.764417,3,6,3160,2024-04-03,2024-06-04
后里,03F-133.2N,24.579642,120.764417,3,8,3252,2024-06-05,2024-08-06
后里,03F-133.2N,24.579642,120.764417,3,10,2994,2024-08-07,2024-10-06
后里,03F-133.2N,24.579642,120.764417,3,12,3038,2024-10-07,2024-12-05
后里,01F-146.5N,24.420514,120.775731,3,6,3297,2024-03-26,2024-05-26
后里,01F-146.5N,24.420514,120.775731,3,8,3726,2024-05-27,2024-07-28
后里,01F-146.5N,24.420514,120.775731,3,10,3239,2024-07-29,2024-09-25
后里,01F-146.5N,24.420514,120.775731,3,12,3325,2024-09-26,2024-11-26
后里,03F-125.7N,24.627161,120.814006,3,6,3349,2024-04-10,2024-06-10
后里,03F-125.7N,24.627161,120.814006,3,8,3524,2024-06-11,2024-08-11
后里,03F-125.7N,24.627161,120.814006,3,10,3224,2024-08-12,2024-10-10
后里,03F-125.7N,24.627161,120.814006,3,12,3100,2024-10-11,2024-12-10
后里,後龍作業室,,,,5,1003,2024-04-10,2024-05-12
后里,後龍作業室,,,,6,927,2024-05-13,2024-06-10
后里,後龍作業室,,,,7,1291,2024-06-11,2024-07-09
后里,後龍作業室,,,,8,1512,2024-07-10,2024-08-11
后里,後龍作業室,,,,9,1205,2024-08-12,2024-09-10
后里,後龍作業室,,,,10,1086,2024-09-11,2024-10-10
后里,後龍作業室,,,,11,967,2024-10-11,2024-11-11
后里,後龍作業室,,,,12,710,2024-11-12,2024-12-10
后里,03F-121.5N,24.655964,120.838242,3,6,3117,2024-04-10,2024-06-10
后里,03F-121.5N,24.655964,120.838242,3,8,3478,2024-06-11,2024-08-11
后里,03F-121.5N,24.655964,120.838242,3,10,3357,2024-08-12,2024-10-10
后里,03F-121.5N,24.655964,120.838242,3,12,3300,2024-10-11,2024-12-10
后里,03F-139.5S,24.531125,120.733253,3,6,3645,2024-03-25,2024-05-23
后里,03F-139.5S,24.531125,120.733253,3,8,3729,2024-05-24,2024-07-25
后里,03F-139.5S,24.531125,120.733253,3,10,3414,2024-07-26,2024-09-24
后里,03F-139.5S,24.531125,120.733253,3,12,3218,2024-09-25,2024-11-25
后里,03F-148.5S,24.467308,120.681217,3,5,3458,2024-02-27,2024-05-02
后里,03F-148.5S,24.467308,120.681217,3,7,3240,2024-05-03,2024-07-01
后里,03F-148.5S,24.467308,120.681217,3,9,3371,2024-07-02,2024-09-02
后里,03F-148.5S,24.467308,120.681217,3,11,3315,2024-09-03,2024-11-03
后里,03F-148.5S,24.467308,120.681217,3,1,2969,2024-11-04,2024-12-29
后里,大甲作業室,,,,5,1080,2024-04-03,2024-05-07
后里,大甲作業室,,,,6,880,2024-05-08,2024-06-04
后里,大甲作業室,,,,7,1440,2024-06-05,2024-07-04
后里,大甲作業室,,,,8,1600,2024-07-05,2024-08-06
后里,大甲作業室,,,,9,1320,2024-08-07,2024-09-05
后里,大甲作業室,,,,10,1200,2024-09-06,2024-10-06
后里,大甲作業室,,,,11,880,2024-10-07,2024-11-06
后里,大甲作業室,,,,12,600,2024-11-07,2024-12-05
